pod_id,slot_idx,slot_type,item_code,cluster,orientation,qty_boxes_assigned,qty_items_assigned,box_weight,weight_assigned,pod_weight_after,vol_util_slot,max_boxes_in_slot
0,0,0,12201006001,0,0,75,75,0.2,15.0,15.0,1.0,75
0,1,0,10010027001,0,3,18,432,4.34,78.12,93.12,0.792,18
0,2,0,12120027001,0,1,60,60,0.2,12.0,105.12,0.784,60
0,3,0,14621021001,0,0,4,48,8.97,35.88,141.0,0.55,4
1,0,0,14621021001,0,0,4,48,8.97,35.88,35.88,0.55,4
0,4,0,12202006001,0,3,4,4,1.0,4.0,145.0,0.4774,4
0,5,0,14833059001,0,3,8,96,13.88,111.04,256.04,0.6933333333333334,8
0,6,0,14851003001,0,1,5,5,7.01,35.05,291.09000000000003,0.7125,5
0,7,0,14313004001,0,0,60,60,0.1,6.0,297.09000000000003,0.864,60
0,8,0,14313008001,0,0,60,60,0.1,6.0,303.09000000000003,0.864,60
0,9,0,12123070001,0,3,100,100,0.13,13.0,316.09000000000003,0.88,100
1,1,0,15020007001,0,4,6,72,13.12,78.72,114.6,0.814,6
1,2,0,14510225001,0,3,24,24,2.5,60.0,174.6,0.84,24
1,3,0,14353073001,0,1,2,12,12.0,24.0,198.6,0.6808,2
1,4,0,14613939001,0,2,2,24,12.17,24.34,222.94,0.4147,2
1,5,0,11021026001,0,0,2,8,16.48,32.96,255.9,0.50875,2
1,6,0,10035041001,0,5,8,192,7.59,60.72,316.62,0.738,8
1,7,0,12123021001,0,1,48,48,0.072,3.4559999999999995,320.076,0.84,48
1,8,0,11061055001,0,2,2,48,1.67,3.34,323.416,0.798,2
1,9,0,12000480001,0,1,8,48,4.93,39.44,362.856,0.8216666666666667,8
2,0,0,14130044001,0,1,2,24,4.792,9.584,9.584,0.58905,2
2,1,0,12000191001,0,0,4,48,8.39,33.56,43.144000000000005,0.5954666666666667,4
2,2,0,14213008001,0,4,4,48,0.93,3.72,46.864000000000004,0.5508,4
2,3,0,14611009001,0,3,4,24,12.03,48.12,94.98400000000001,0.8458333333333333,4
2,4,0,12100054001,0,0,12,144,2.19,26.28,121.26400000000001,0.6534,12
2,5,0,12122012001,0,2,2,48,4.02,8.04,129.304,0.7424666666666667,2
2,6,0,14225933001,0,5,16,576,2.0,32.0,161.304,0.816,16
2,7,0,41530017001,0,0,4,4,2.28,9.12,170.424,0.5001333333333333,4
2,8,0,12327056001,0,5,8,192,7.7,61.6,232.024,0.7653333333333333,8
2,9,0,14840021001,0,0,16,192,4.3,68.8,300.824,0.8506666666666667,16
3,0,0,11110056001,0,4,4,24,4.59,18.36,18.36,0.78,4
3,1,0,12151073001,0,3,4,48,7.51,30.04,48.4,0.5984,4
3,2,0,14352093001,0,0,2,24,4.6,9.2,57.599999999999994,0.4896,2
3,3,0,31250003001,0,1,8,192,1.0,8.0,65.6,0.595,8
3,4,0,14506254001,0,3,2,24,9.2,18.4,84.0,0.7926666666666666,2
3,5,0,12011032001,0,4,6,96,7.084,42.504,126.50399999999999,0.912,6
3,6,0,12010254001,0,5,2,288,14.56,29.12,155.624,0.5685333333333333,2
3,7,0,12000100001,0,3,4,48,8.14,32.56,188.184,0.6552,4
3,8,0,14620138001,0,3,6,36,11.73,70.38,258.56399999999996,0.6256,6
3,9,0,14210127001,0,5,4,48,8.52,34.08,292.64399999999995,0.8689333333333333,4
4,0,0,14506131001,0,0,1,12,15.98,15.98,15.98,0.4698,1
4,1,0,14311066001,0,0,2,24,1.9,3.8,19.78,0.4488,2
4,2,0,14340002001,0,0,12,144,6.34,76.08,95.86,0.702,12
4,3,0,61062008002,0,0,12,144,1.0,12.0,107.86,0.6084,12
4,4,0,14133930001,0,0,1,18,6.1,6.1,113.96,0.44806666666666667,1
4,5,0,11110045001,0,3,4,32,12.91,51.64,165.6,0.6864,4
4,6,0,12005082003,0,0,36,108,0.6,21.599999999999998,187.2,0.912,36
4,7,0,12002948001,0,1,8,72,5.0,40.0,227.2,0.792,8
4,8,0,14352098001,0,2,4,28,3.97,15.88,243.07999999999998,0.6933333333333334,4
4,9,0,11103115001,0,0,2,8,12.17,24.34,267.41999999999996,0.5566,2
5,0,0,31707076001,0,0,4,144,0.79,3.16,3.16,0.4356,4
5,1,0,14243106001,0,0,16,160,1.8,28.8,31.96,0.92,16
5,2,0,12000260001,0,1,8,48,3.45,27.6,59.56,0.5642666666666667,8
5,3,0,11050073001,0,0,2,24,13.081,26.162,85.72200000000001,0.4264,2
5,4,0,12001067001,0,1,30,180,1.56,46.800000000000004,132.52200000000002,0.812,30
5,5,0,12000146001,0,0,4,24,6.98,27.92,160.442,0.43853333333333333,4
5,6,0,14631100001,0,0,8,96,5.31,42.48,202.922,0.638,8
5,7,0,14311093001,0,3,4,24,3.51,14.04,216.962,0.6325,4
5,8,0,14243111001,0,4,4,48,4.4,17.6,234.56199999999998,0.663,4
5,9,0,14243110001,0,4,4,48,4.4,17.6,252.16199999999998,0.663,4
6,0,0,42301034001,0,5,80,80,0.172,13.759999999999998,13.759999999999998,0.896,80
6,1,0,31421041001,0,0,1,48,12.01,12.01,25.769999999999996,0.62,1
6,2,0,11103203001,0,4,2,16,7.01,14.02,39.78999999999999,0.4701666666666667,2
6,3,0,12323109001,0,4,6,36,1.95,11.7,51.489999999999995,0.728,6
6,4,0,12110058001,0,1,16,96,0.8,12.8,64.28999999999999,0.5292,16
6,5,0,12011220001,0,2,2,24,8.6,17.2,81.49,0.6631333333333334,2
6,6,0,12011198001,0,3,4,48,7.66,30.64,112.13,0.5228666666666667,4
6,7,0,14851018001,0,0,2,14,11.35,22.7,134.82999999999998,0.6384,2
6,8,0,14730906001,0,2,3,36,1.74,5.22,140.04999999999998,0.6232,3
6,9,0,31533309001,0,0,2,48,2.1,4.2,144.24999999999997,0.5224833333333333,2
7,0,0,12212003001,0,3,4,64,10.6,42.4,42.4,0.72,4
7,1,0,32430039001,0,2,20,480,1.5,30.0,72.4,0.748,20
7,2,0,61062008001,0,0,12,144,1.0,12.0,84.4,0.6084,12
7,3,0,14210058001,0,3,6,120,1.17,7.02,91.42,0.7182,6
7,4,0,12010149001,0,3,10,120,4.64,46.4,137.82,0.805,10
7,5,0,11010005001,0,0,1,6,12.1,12.1,149.92,0.3168,1
7,6,0,11110092001,0,4,2,8,14.13,28.26,178.17999999999998,0.5408,2
7,7,0,11032227001,0,3,12,240,1.525,18.299999999999997,196.47999999999996,0.624,12
7,8,0,30052113002,0,4,6,120,2.284,13.703999999999999,210.18399999999997,0.76125,6
7,9,0,14505973001,0,2,4,96,3.49,13.96,224.14399999999998,0.5525333333333333,4
8,0,0,12003104001,0,3,4,48,6.7,26.8,26.8,0.5474,4
8,1,0,14211052001,0,3,6,120,1.66,9.959999999999999,36.76,0.7524,6
8,2,0,31258006001,0,0,8,192,1.0,8.0,44.76,0.6378666666666667,8
8,3,0,14616195001,0,1,8,96,6.3,50.4,95.16,0.7296,8
8,4,0,14740018001,0,2,2,24,12.62,25.24,120.39999999999999,0.44893333333333335,2
8,5,0,11103196001,0,0,1,6,16.21,16.21,136.60999999999999,0.3141333333333333,1
8,6,0,12103070001,0,1,12,240,0.85,10.2,146.80999999999997,0.7488,12
8,7,0,11074060005,0,0,12,120,0.63,7.5600000000000005,154.36999999999998,0.5808,12
8,8,0,11050097001,0,0,2,8,16.54,33.08,187.45,0.512,2
8,9,0,11030062001,0,1,20,240,2.21,44.2,231.64999999999998,0.78,20
9,0,0,10014103001,0,2,4,40,11.312,45.248,45.248,0.5746,4
9,1,0,11070063001,0,2,2,48,13.126,26.252,71.5,0.5618666666666666,2
9,2,0,12011257001,0,2,2,24,10.8,21.6,93.1,0.4732,2
9,3,0,12020282001,0,1,8,48,1.6,12.8,105.89999999999999,0.8512,8
9,4,0,12327007001,0,0,1,12,15.2,15.2,121.1,0.54,1
9,5,0,10053903001,0,5,4,144,6.2,24.8,145.9,0.6916,4
9,6,0,12016026001,0,2,20,360,1.54,30.8,176.70000000000002,0.828,20
9,7,0,32523001001,0,0,2,8,13.5,27.0,203.70000000000002,0.558,2
9,8,0,12003120001,0,2,24,144,1.076,25.824,229.52400000000003,0.756,24
9,9,0,12030741001,0,0,2000,2000,0.1,200.0,429.524,1.0,2000
10,0,0,14303897001,0,2,4,48,3.24,12.96,12.96,0.833,4
10,1,0,12000205001,0,1,8,48,4.89,39.12,52.08,0.8216666666666667,8
10,2,0,11050065001,0,2,2,24,9.5,19.0,71.08,0.4736666666666667,2
10,3,0,12011482001,0,3,4,48,10.68,42.72,113.8,0.7371,4
10,4,0,12000262001,0,3,4,48,11.12,44.48,158.28,0.715,4
10,5,0,12102122001,0,0,12,144,1.6,19.200000000000003,177.48000000000002,0.578,12
10,6,0,12017017001,0,1,8,64,1.6,12.8,190.28000000000003,0.5632,8
10,7,0,12323010001,0,0,12,72,0.66,7.92,198.20000000000002,0.6256,12
10,8,0,11103112001,0,0,2,8,12.15,24.3,222.50000000000003,0.5566,2
10,9,0,14243069001,0,2,3,90,5.5,16.5,239.00000000000003,0.72765,3
11,0,0,32511021001,0,3,4,20,11.28,45.12,45.12,0.5566,4
11,1,0,12011292001,0,0,2,24,12.1,24.2,69.32,0.4025,2
11,2,0,10015005001,0,4,4,96,15.79,63.16,132.48,0.7904,4
11,3,0,12021069001,0,1,96,288,0.5,48.0,180.48,0.896,96
11,4,0,12000166001,0,1,8,48,3.45,27.6,208.07999999999998,0.5642666666666667,8
11,5,0,31567028001,0,0,1,16,3.5,3.5,211.57999999999998,0.78155,1
11,6,0,11103130001,0,4,2,16,17.1,34.2,245.77999999999997,0.6186666666666667,2
11,7,0,31602030001,0,0,4,96,2.0,8.0,253.77999999999997,0.4186,4
11,8,0,11062002001,0,0,1,30,3.89,3.89,257.66999999999996,0.401625,1
11,9,0,14203005001,0,1,2,40,3.3,6.6,264.27,0.5775,2
12,0,0,12010122001,0,4,4,48,7.5,30.0,30.0,0.6864,4
12,1,0,11103092001,0,2,2,12,10.4,20.8,50.8,0.57,2
12,2,0,41223049001,0,2,8,8,1.72,13.76,64.56,0.8208,8
12,3,0,32524007001,0,3,12,60,7.0,84.0,148.56,0.713,12
12,4,0,14633002001,0,0,2,10,8.95,17.9,166.46,0.4872,2
12,5,0,14002022001,0,4,4,48,2.13,8.52,174.98000000000002,0.5508,4
12,6,0,14242128001,0,1,2,40,6.7,13.4,188.38000000000002,0.7147916666666667,2
12,7,0,31422008001,0,1,1,48,12.1,12.1,200.48000000000002,0.42525,1
12,8,0,14603001001,0,1,18,180,1.17,21.06,221.54000000000002,0.729,18
12,9,0,11050062001,0,0,2,24,13.65,27.3,248.84000000000003,0.42856666666666665,2
13,0,0,12003063001,0,3,4,48,7.2,28.8,28.8,0.6578,4
13,1,0,11103011003,0,1,3,18,11.68,35.04,63.84,0.636,3
13,2,0,14304084001,0,4,4,48,4.12,16.48,80.32000000000001,0.5916,4
13,3,0,12000064001,0,4,4,48,7.526,30.104,110.424,0.6292,4
13,4,0,12005084002,0,1,48,144,0.3,14.399999999999999,124.82400000000001,0.864,48
13,5,0,11051899001,0,0,4,48,8.14,32.56,157.38400000000001,0.6992,4
13,6,0,10031022001,0,1,2,48,14.3,28.6,185.984,0.4592,2
13,7,0,12120078001,0,1,6,144,1.61,9.66,195.644,0.7182,6
13,8,0,12020266001,0,0,18,108,0.8,14.4,210.044,0.741,18
13,9,0,12125005001,0,2,3,72,2.4,7.199999999999999,217.244,0.55335,3
14,0,0,11070012001,0,2,2,48,14.0,28.0,28.0,0.5954666666666667,2
14,1,0,12101032001,0,1,3,360,7.2,21.6,49.6,0.7215,3
14,2,0,11062017001,0,2,2,72,2.0,4.0,53.6,0.5994,2
14,3,0,14243152001,0,4,6,72,3.6,21.6,75.2,0.8325,6
14,4,0,12005015006,0,0,8,96,3.0,24.0,99.2,0.828,8
14,5,0,32501007001,0,3,4,280,12.0,48.0,147.2,0.77,4
14,6,0,10023043001,0,1,2,16,16.5,33.0,180.2,0.7252,2
14,7,0,11050055001,0,2,2,24,12.8,25.6,205.79999999999998,0.50895,2
14,8,0,11041024001,0,1,8,96,2.0,16.0,221.79999999999998,0.6552,8
14,9,0,11050006001,0,0,4,48,8.15,32.6,254.39999999999998,0.504,4
15,0,0,12123151001,0,2,2,48,2.56,5.12,5.12,0.6708,2
15,1,0,14602101001,0,4,75,450,0.97,72.75,77.87,0.8775,75
15,2,0,14204899001,0,2,2,40,2.27,4.54,82.41000000000001,0.50895,2
15,3,0,11100107001,0,2,2,8,19.136,38.272,120.68200000000002,0.54405,2
15,4,0,11110026001,0,5,2,8,14.19,28.38,149.062,0.57195,2
15,5,0,14304001001,0,0,1,24,7.81,7.81,156.872,0.3872,1
15,6,0,30073022001,0,3,4,40,5.53,22.12,178.99200000000002,0.9333333333333333,4
15,7,0,41417001001,0,0,240,240,0.1,24.0,202.99200000000002,0.816,240
15,8,0,14226035001,0,2,6,360,2.78,16.68,219.67200000000003,0.6783,6
15,9,0,11020001001,0,0,2,28,11.6,23.2,242.872,0.4305,2
16,0,0,12001076001,0,1,8,48,5.18,41.44,41.44,0.8216666666666667,8
16,1,0,32503007003,0,4,8,96,2.0,16.0,57.44,0.77,8
16,2,0,11103110001,0,3,4,24,10.56,42.24,99.68,0.975,4
16,3,0,12011115001,0,2,2,24,9.2,18.4,118.08000000000001,0.4394,2
16,4,0,14833063001,0,2,20,240,2.97,59.400000000000006,177.48000000000002,0.816,20
16,5,0,12005089004,0,2,3,36,5.59,16.77,194.25000000000003,0.714,3
16,6,0,11040004001,0,0,4,48,10.21,40.84,235.09000000000003,0.63,4
16,7,0,14225008001,0,3,12,288,3.39,40.68,275.77000000000004,0.768,12
16,8,0,12016999001,0,3,6,144,3.8,22.799999999999997,298.57000000000005,0.55335,6
16,9,0,12103179001,0,2,120,720,0.11,13.2,311.77000000000004,0.92,120
17,0,0,12012045001,0,1,24,144,1.53,36.72,36.72,0.864,24
17,1,0,14210216001,0,0,4,48,1.65,6.6,43.32,0.483,4
17,2,0,32524032001,0,2,5,50,12.914,64.57,107.88999999999999,0.69575,5
17,3,0,10041076001,0,5,6,144,9.15,54.900000000000006,162.79,0.7462,6
17,4,0,12003064001,0,1,8,96,2.65,21.2,183.98999999999998,0.5995333333333334,8
17,5,0,11075012001,0,4,6,72,4.2,25.200000000000003,209.19,0.6048,6
17,6,0,11010001001,0,3,4,24,14.08,56.32,265.51,0.9183333333333333,4
17,7,0,14612916001,0,2,2,24,16.35,32.7,298.21,0.4131,2
17,8,0,12011011001,0,3,4,48,9.17,36.68,334.89,0.6475,4
17,9,0,11071035001,0,0,1,24,8.86,8.86,343.75,0.417375,1
18,0,0,12034088001,0,3,36,216,0.57,20.52,20.52,0.7722,36
18,1,0,12001015001,0,3,4,36,8.074,32.296,52.816,0.5910666666666666,4
18,2,0,11050091001,0,2,4,48,10.15,40.6,93.416,0.6738666666666666,4
18,3,0,14353002001,0,1,2,24,6.91,13.82,107.23599999999999,0.46345,2
18,4,0,42613064001,0,2,70,70,0.4,28.0,135.236,0.784,70
18,5,0,12010214001,0,1,2,48,37.25,74.5,209.736,0.6516666666666666,2
18,6,0,12000090001,0,0,4,48,7.5,30.0,239.736,0.5133333333333333,4
18,7,0,42607128001,0,0,120,120,0.2,24.0,263.736,0.9,120
18,8,0,12006067001,0,3,20,120,0.712,14.239999999999998,277.976,0.95,20
18,9,0,12005092002,0,3,4,32,2.66,10.64,288.616,0.6188,4
19,0,0,14350001001,0,2,2,20,2.72,5.44,5.44,0.468,2
19,1,0,12102999001,0,1,30,300,1.21,36.3,41.739999999999995,0.736,30
19,2,0,14631054001,0,0,12,144,7.09,85.08,126.82,0.792,12
19,3,0,35752005001,0,0,4,96,3.0,12.0,138.82,0.4766666666666667,4
19,4,0,11112015001,0,2,2,24,6.67,13.34,152.16,0.4125333333333333,2
19,5,0,12020018001,0,1,24,144,1.5,36.0,188.16,0.832,24
19,6,0,12020328001,0,0,40,240,1.1,44.0,232.16,1.0,40
19,7,0,14362019001,0,2,2,30,7.84,15.68,247.84,0.6864,2
19,8,0,12000233001,0,1,8,48,3.48,27.84,275.68,0.5162666666666667,8
19,9,0,12104047001,0,1,40,40,0.35,14.0,289.68,0.792,40
20,0,0,11075006001,0,0,4,96,5.93,23.72,23.72,0.6992,4
20,1,0,41401022001,0,5,50,50,0.8,40.0,63.72,0.88,50
20,2,0,12002002001,0,3,4,36,8.24,32.96,96.68,0.6654666666666667,4
20,3,0,12002090001,0,0,12,72,3.4,40.8,137.48000000000002,0.736,12
20,4,0,14611025001,0,2,2,24,12.3,24.6,162.08,0.43983333333333335,2
20,5,0,12106109002,0,1,12,144,2.1,25.200000000000003,187.28000000000003,0.8,12
20,6,0,12005108003,0,4,4,48,3.3,13.2,200.48000000000002,0.5022,4
20,7,0,12002127001,0,0,12,144,1.88,22.56,223.04000000000002,0.7344,12
