order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
0,0,1,21,3,-1,99999,-1,-1,-3,-1,1,360
1,0,1,64,6,-1,99999,-1,-1,-3,-1,1,360
2,1,1,460,8,-1,99999,-1,-1,-3,-1,1,360
3,1,1,155,6,-1,99999,-1,-1,-3,-1,1,360
4,1,1,100,9,-1,99999,-1,-1,-3,-1,1,360
5,1,1,191,6,-1,99999,-1,-1,-3,-1,1,360
6,1,1,320,9,-1,99999,-1,-1,-3,-1,1,360
7,1,1,54,8,-1,99999,-1,-1,-3,-1,1,360
8,1,1,304,8,-1,99999,-1,-1,-3,-1,1,360
9,1,1,417,5,-1,99999,-1,-1,-3,-1,1,360
10,1,1,334,10,-1,99999,-1,-1,-3,-1,1,360
11,1,1,161,7,-1,99999,-1,-1,-3,-1,1,360
12,1,1,323,7,-1,99999,-1,-1,-3,-1,1,360
13,1,1,102,6,-1,99999,-1,-1,-3,-1,1,360
14,1,1,234,4,-1,99999,-1,-1,-3,-1,1,360
15,1,1,248,6,-1,99999,-1,-1,-3,-1,1,360
16,1,1,202,7,-1,99999,-1,-1,-3,-1,1,360
17,2,1,190,5,-1,99999,-1,-1,-3,-1,1,360
18,2,1,6,12,-1,99999,-1,-1,-3,-1,1,360
19,3,1,15,2,-1,99999,-1,-1,-3,-1,1,420
20,4,1,3,3,-1,99999,-1,-1,-3,-1,1,420
21,4,1,240,5,-1,99999,-1,-1,-3,-1,1,420
22,5,1,69,5,-1,99999,-1,-1,-3,-1,1,480
23,5,1,42,8,-1,99999,-1,-1,-3,-1,1,480
24,5,1,395,12,-1,99999,-1,-1,-3,-1,1,480
25,5,1,296,6,-1,99999,-1,-1,-3,-1,1,480
26,5,1,27,9,-1,99999,-1,-1,-3,-1,1,480
27,5,1,392,7,-1,99999,-1,-1,-3,-1,1,480
28,5,1,325,10,-1,99999,-1,-1,-3,-1,1,480
29,6,1,151,12,-1,99999,-1,-1,-3,-1,1,540
30,6,1,148,6,-1,99999,-1,-1,-3,-1,1,540
31,6,1,243,8,-1,99999,-1,-1,-3,-1,1,540
32,6,1,444,8,-1,99999,-1,-1,-3,-1,1,540
33,6,1,66,2,-1,99999,-1,-1,-3,-1,1,540
34,7,1,400,1,-1,99999,-1,-1,-3,-1,1,540
35,7,1,225,6,-1,99999,-1,-1,-3,-1,1,540
36,7,1,10,6,-1,99999,-1,-1,-3,-1,1,540
37,7,1,171,5,-1,99999,-1,-1,-3,-1,1,540
38,7,1,157,10,-1,99999,-1,-1,-3,-1,1,540
39,7,1,51,8,-1,99999,-1,-1,-3,-1,1,540
40,7,1,419,3,-1,99999,-1,-1,-3,-1,1,540
41,8,1,88,11,-1,99999,-1,-1,-3,-1,1,600
42,9,1,447,6,-1,99999,-1,-1,-3,-1,1,600
43,9,1,85,7,-1,99999,-1,-1,-3,-1,1,600
44,10,1,250,12,-1,99999,-1,-1,-3,-1,1,780
45,10,1,7,1,-1,99999,-1,-1,-3,-1,1,780
46,11,1,466,12,-1,99999,-1,-1,-3,-1,1,780
47,11,1,321,2,-1,99999,-1,-1,-3,-1,1,780
48,11,1,83,6,-1,99999,-1,-1,-3,-1,1,780
49,11,1,1,5,-1,99999,-1,-1,-3,-1,1,780
50,12,1,123,4,-1,99999,-1,-1,-3,-1,1,900
51,13,1,315,8,-1,99999,-1,-1,-3,-1,1,900
52,14,1,326,7,-1,99999,-1,-1,-3,-1,1,960
53,14,1,104,7,-1,99999,-1,-1,-3,-1,1,960
54,14,1,319,3,-1,99999,-1,-1,-3,-1,1,960
55,15,1,18,6,-1,99999,-1,-1,-3,-1,1,1020
56,15,1,146,3,-1,99999,-1,-1,-3,-1,1,1020
57,15,1,410,9,-1,99999,-1,-1,-3,-1,1,1020
58,15,1,324,8,-1,99999,-1,-1,-3,-1,1,1020
59,16,1,112,2,-1,99999,-1,-1,-3,-1,1,1020
60,16,1,23,8,-1,99999,-1,-1,-3,-1,1,1020
