order_id,order_arrival,process_start_time,order_complete_time,station_id
-32,0,1,92,picker-1
-7,0,1,92,picker-1
-35,0,1,130,picker-2
-23,0,1,148,picker-2
-37,0,1,169,picker-2
-21,0,1,172,picker-3
-27,0,1,188,picker-2
-6,0,1,188,picker-2
-50,0,1,191,picker-1
-24,0,1,206,picker-2
-46,0,1,239,picker-3
-16,0,1,239,picker-3
-15,0,1,258,picker-3
-10,0,1,276,picker-3
-11,0,1,294,picker-3
-49,0,1,308,picker-1
-48,0,1,325,picker-1
-42,0,149,338,picker-2
-40,0,173,353,picker-3
-43,0,131,353,picker-2
-44,0,93,361,picker-1
-41,0,170,369,picker-2
-47,0,1,397,picker-1
-39,0,189,447,picker-2
-36,0,192,458,picker-1
-38,0,189,462,picker-2
-33,0,240,473,picker-3
-34,0,207,509,picker-2
-31,0,240,535,picker-3
-45,0,93,544,picker-1
-30,0,259,566,picker-3
-28,0,295,582,picker-3
-29,0,277,613,picker-3
-22,0,339,680,picker-2
-26,0,309,713,picker-1
-20,0,354,722,picker-3
-25,0,326,731,picker-1
-19,0,354,755,picker-2
-17,0,370,773,picker-2
-18,0,362,785,picker-1
-13,0,448,847,picker-2
-8,0,474,899,picker-3
-9,0,463,937,picker-2
-14,0,398,945,picker-1
-12,0,459,963,picker-1
-4,0,536,998,picker-3
-5,0,510,1026,picker-2
-3,0,545,1075,picker-1
-2,0,567,1112,picker-3
0,360,614,1132,picker-3
-1,0,583,1203,picker-3
2,360,714,1209,picker-1
3,360,723,1274,picker-3
1,360,681,1277,picker-2
5,420,756,1314,picker-2
4,360,732,1326,picker-1
7,420,786,1398,picker-1
9,480,900,1422,picker-3
11,600,946,1430,picker-1
6,420,774,1457,picker-2
10,480,938,1510,picker-2
8,420,848,1528,picker-2
12,660,964,1574,picker-1
16,660,1113,1588,picker-3
13,660,999,1605,picker-3
14,660,1027,1607,picker-2
17,720,1133,1652,picker-3
20,780,1275,1814,picker-3
15,660,1076,1848,picker-1
21,780,1278,1881,picker-2
23,840,1327,1918,picker-1
22,840,1315,1952,picker-2
19,780,1210,1956,picker-1
25,840,1423,1964,picker-3
24,840,1399,2027,picker-1
27,840,1458,2184,picker-2
26,840,1431,2329,picker-1
28,900,1511,2370,picker-2
30,960,1575,2370,picker-1
31,960,1589,2405,picker-3
18,720,1204,2405,picker-3
29,900,1529,2441,picker-2
36,1020,1849,2527,picker-1
37,1080,1882,2535,picker-2
33,1020,1608,2535,picker-2
32,960,1606,2543,picker-3
34,1020,1653,2578,picker-3
38,1080,1919,2582,picker-1
35,1020,1815,2650,picker-3
40,1080,1957,2682,picker-1
41,1140,1965,2732,picker-3
43,1140,2185,2734,picker-2
44,1140,2330,2825,picker-1
47,1260,2406,2836,picker-3
42,1140,2028,2843,picker-1
45,1200,2371,2914,picker-1
46,1200,2371,2994,picker-2
49,1260,2442,3010,picker-2
52,1380,2536,3039,picker-2
51,1320,2536,3054,picker-2
53,1380,2544,3080,picker-3
56,1500,2651,3127,picker-3
55,1500,2583,3157,picker-1
57,1500,2683,3226,picker-1
59,1500,2735,3251,picker-2
58,1500,2733,3252,picker-3
50,1260,2528,3271,picker-1
61,1560,2837,3282,picker-3
60,1560,2826,3287,picker-1
62,1680,2844,3303,picker-1
48,1260,2406,3314,picker-3
63,1680,2915,3377,picker-1
65,1680,3011,3469,picker-2
39,1080,1953,3506,picker-2
64,1680,2995,3524,picker-2
66,1800,3040,3631,picker-2
68,1860,3081,3645,picker-3
69,1860,3128,3663,picker-3
54,1440,2579,3680,picker-3
70,1860,3158,3740,picker-1
71,1920,3227,3756,picker-1
67,1860,3055,3772,picker-2
73,1920,3253,3866,picker-3
75,1920,3283,3902,picker-3
74,1920,3272,3910,picker-1
76,2040,3288,3927,picker-1
77,2040,3304,3963,picker-1
80,2160,3470,3965,picker-2
81,2160,3507,3983,picker-2
78,2100,3315,3994,picker-3
72,1920,3252,3999,picker-2
79,2100,3378,4000,picker-1
82,2160,3525,4003,picker-2
84,2280,3646,4015,picker-3
83,2220,3632,4019,picker-2
85,2280,3664,4032,picker-3
86,2340,3681,4063,picker-3
87,2340,3741,4085,picker-1
88,2400,3757,4167,picker-1
89,2400,3773,4197,picker-2
91,2520,3903,4207,picker-3
90,2520,3867,4222,picker-3
92,2580,3911,4318,picker-1
93,2580,3928,4442,picker-1
95,2580,3966,4484,picker-2
97,2640,3995,4505,picker-3
96,2640,3984,4537,picker-2
99,2760,4001,4578,picker-1
94,2580,3964,4578,picker-1
98,2640,4000,4590,picker-2
104,2880,4064,4593,picker-3
100,2760,4004,4614,picker-2
103,2820,4033,4615,picker-3
105,2940,4086,4620,picker-1
101,2760,4016,4631,picker-3
102,2760,4020,4649,picker-2
106,3000,4168,4694,picker-1
119,3000,4223,4709,picker-3
107,3000,4198,4726,picker-2
108,3000,4208,4740,picker-3
109,3060,4443,4757,picker-1
120,3000,4319,4775,picker-1
110,3060,4485,4785,picker-2
121,3120,4579,4804,picker-1
111,3120,4506,4811,picker-3
112,3120,4538,4821,picker-2
113,3240,4591,4863,picker-2
114,3240,4594,4886,picker-3
116,3240,4616,4924,picker-3
124,3240,4632,4980,picker-3
115,3240,4615,5014,picker-2
123,3240,4621,5056,picker-1
118,3300,4710,5167,picker-3
125,3240,4650,5174,picker-2
117,3300,4695,5185,picker-1
126,3300,4727,5210,picker-2
127,3300,4741,5267,picker-3
128,3300,4758,5280,picker-1
122,3180,4579,5280,picker-1
130,3480,4786,5298,picker-2
132,3660,4812,5351,picker-3
131,3480,4805,5392,picker-1
