order_id,arrival_time,assigned_station,order_assigned_time,order_finish_time
-99,0.0,picker-2,1.05,82.2000000000003
-98,0.0,picker-2,4103.10000000174,4370.70000000109
-95,0.0,picker-1,609.149999999953,836.099999999919
-94,0.0,picker-3,1333.05000000008,1537.5000000002
-92,0.0,picker-2,1052.09999999991,1443.00000000014
-91,0.0,picker-3,576.149999999958,751.799999999932
-90,0.0,picker-2,334.049999999995,487.799999999972
-89,0.0,picker-2,354.149999999992,510.149999999968
-85,0.0,picker-3,27614.1000000809,27914.2500000838
-84,0.0,picker-3,812.099999999923,1048.04999999991
-83,0.0,,,
-79,0.0,,,
-76,0.0,picker-1,258.000000000007,379.499999999988
-75,0.0,picker-3,996.149999999895,1259.85000000003
-74,0.0,picker-2,334.049999999995,436.34999999998
-73,0.0,picker-3,231.000000000006,542.699999999963
-72,0.0,picker-2,896.09999999991,1115.99999999995
-71,0.0,picker-3,358.049999999991,575.999999999958
-70,0.0,picker-1,955.049999999901,1136.69999999996
-69,0.0,picker-1,429.149999999981,621.899999999951
-67,0.0,picker-2,918.149999999907,1149.29999999997
-66,0.0,picker-2,6290.09999999643,6483.29999999596
-65,0.0,picker-1,1331.10000000008,1584.60000000023
-64,0.0,,,
-63,0.0,picker-2,1.05,333.899999999995
-62,0.0,picker-2,83.1000000000003,347.099999999993
-61,0.0,picker-3,1022.09999999989,1304.10000000006
-60,0.0,picker-1,264.000000000006,439.349999999979
-59,0.0,picker-1,236.100000000006,370.799999999989
-58,0.0,picker-1,68.0999999999997,243.750000000006
-57,0.0,picker-3,3829.05000000159,4107.30000000173
-56,0.0,,,
-55,0.0,picker-3,601.049999999955,811.949999999923
-54,0.0,picker-1,890.099999999911,1083.44999999993
-53,0.0,,,
-51,0.0,picker-2,6224.09999999659,6398.84999999617
-50,0.0,picker-2,1306.05000000006,1614.15000000025
-48,0.0,picker-1,215.100000000005,348.599999999993
-47,0.0,picker-1,1567.05000000022,1807.80000000037
-46,0.0,picker-3,2607.00000000085,2927.40000000104
-45,0.0,picker-2,488.099999999972,646.049999999948
-44,0.0,picker-2,1001.09999999989,1229.25000000002
-43,0.0,picker-2,793.049999999925,942.749999999903
-42,0.0,picker-1,2563.05000000082,2785.35000000096
-41,0.0,picker-3,632.09999999995,845.249999999918
-40,0.0,picker-1,451.049999999977,608.699999999953
-39,0.0,picker-3,199.050000000005,511.649999999968
