order_id,arrival_time,assigned_station,order_assigned_time,order_finish_time
-99,0.0,picker-2,164.100000000003,392.249999999986
-98,0.0,picker-2,209.100000000005,473.399999999974
-95,0.0,picker-1,180.000000000004,446.999999999978
-94,0.0,picker-2,2.1,244.500000000006
-93,0.0,,,
-92,0.0,,,
-91,0.0,,,
-90,0.0,picker-1,781.049999999927,1138.04999999996
-89,0.0,,,
-88,0.0,,,
-86,0.0,,,
-85,0.0,,,
-84,0.0,picker-3,96.0000000000008,398.099999999985
-83,0.0,,,
-79,0.0,,,
-76,0.0,picker-2,359.099999999991,618.899999999952
-75,0.0,,,
-73,0.0,picker-1,231.000000000006,466.799999999975
-72,0.0,,,
-71,0.0,picker-1,180.000000000004,422.249999999982
-70,0.0,,,
-69,0.0,picker-1,1.05,73.3499999999999
-67,0.0,,,
-65,0.0,,,
-64,0.0,,,
-63,0.0,,,
-62,0.0,picker-1,74.1,345.449999999993
-61,0.0,picker-1,6170.09999999672,6500.99999999592
-60,0.0,picker-2,393.149999999986,674.999999999943
-59,0.0,picker-1,1.05,230.400000000006
-58,0.0,picker-3,264.000000000006,533.549999999965
-57,0.0,,,
-56,0.0,,,
-55,0.0,picker-3,6063.14999999698,6399.89999999617
-53,0.0,,,
-52,0.0,,,
-51,0.0,picker-1,231.000000000006,489.749999999971
-50,0.0,picker-2,7720.04999999296,8249.39999999168
-48,0.0,picker-3,358.049999999991,646.349999999948
-47,0.0,picker-2,1210.05,1553.85000000021
-46,0.0,,,
-45,0.0,picker-1,1047.1499999999,1363.8000000001
-44,0.0,picker-3,1319.10000000007,1658.25000000028
-43,0.0,picker-3,697.04999999994,1013.39999999989
-42,0.0,picker-2,1791.00000000036,2147.10000000057
-41,0.0,,,
-40,0.0,picker-1,4480.05000000082,4791.60000000007
-39,0.0,picker-1,733.049999999935,1108.94999999994
-38,0.0,,,
-36,0.0,,,
-35,0.0,,,
-34,0.0,,,
-33,0.0,picker-2,2.1,163.650000000003
-31,0.0,,,
-30,0.0,,,
-29,0.0,picker-3,3203.10000000121,3743.25000000154
-28,0.0,picker-3,134.100000000002,409.349999999984
-27,0.0,picker-2,675.149999999943,964.649999999899
-25,0.0,picker-1,180.000000000004,451.199999999977
-24,0.0,picker-3,399.149999999985,675.899999999943
-23,0.0,picker-3,824.099999999921,1198.95
-22,0.0,picker-1,242.100000000006,507.749999999969
-21,0.0,picker-1,490.049999999971,780.299999999927
-20,0.0,picker-1,180.000000000004,422.249999999982
-19,0.0,picker-1,718.049999999937,1082.39999999993
-18,0.0,picker-2,245.100000000006,524.399999999966
-17,0.0,picker-2,5283.14999999887,5647.49999999799
-16,0.0,picker-3,1199.1,1558.05000000021
-15,0.0,picker-3,11942.0999999827,12360.7499999817
-13,0.0,picker-1,4879.04999999985,5212.19999999905
-12,0.0,picker-2,862.049999999915,1209.6
-11,0.0,picker-3,584.099999999957,861.899999999915
-10,0.0,picker-2,810.149999999923,1167.44999999998
-9,0.0,picker-1,4681.05000000033,5063.54999999941
-7,0.0,picker-3,96.0000000000008,357.749999999991
