order_id,arrival_time,assigned_station,order_assigned_time,order_finish_time
-99,0.0,picker-2,1.05,218.700000000005
-98,0.0,picker-3,1715.10000000031,1978.50000000047
-95,0.0,picker-1,184.050000000004,546.149999999963
-94,0.0,picker-1,2491.05000000078,2689.5000000009
-92,0.0,picker-3,8519.09999999103,8928.14999999003
-91,0.0,picker-1,1884.00000000041,2159.70000000058
-90,0.0,picker-1,779.099999999928,943.799999999903
-89,0.0,picker-1,553.049999999962,689.099999999941
-85,0.0,,,
-84,0.0,picker-3,312.149999999998,507.149999999969
-83,0.0,,,
-79,0.0,,,
-76,0.0,picker-2,235.050000000006,489.149999999971
-75,0.0,picker-1,571.049999999959,719.249999999937
-74,0.0,picker-3,323.099999999997,475.799999999974
-73,0.0,picker-3,1063.04999999991,1301.10000000006
-72,0.0,picker-2,1354.05000000009,1590.75000000023
-71,0.0,picker-3,262.050000000006,433.19999999998
-70,0.0,,,
-69,0.0,picker-3,206.100000000005,360.449999999991
-67,0.0,,,
-66,0.0,,,
-65,0.0,picker-1,1355.10000000009,1800.60000000036
-64,0.0,,,
-63,0.0,picker-2,1.05,317.099999999998
-62,0.0,picker-1,547.049999999963,710.249999999938
-61,0.0,picker-1,520.049999999967,668.999999999944
-60,0.0,picker-2,646.049999999948,831.89999999992
-59,0.0,picker-1,720.149999999937,894.59999999991
-58,0.0,picker-3,142.050000000003,311.549999999998
-57,0.0,,,
-56,0.0,,,
-55,0.0,picker-3,1606.05000000024,1871.5500000004
-54,0.0,picker-2,143.100000000003,415.349999999983
-53,0.0,picker-3,2586.00000000084,2884.65000000102
-51,0.0,picker-1,3773.10000000156,4033.65000000172
-50,0.0,picker-1,587.099999999957,963.7499999999
-48,0.0,picker-2,581.099999999958,820.799999999921
-47,0.0,picker-3,837.149999999919,1055.99999999991
-45,0.0,picker-2,799.049999999925,990.449999999896
-44,0.0,picker-1,2654.10000000088,2855.100000001
-43,0.0,picker-3,732.149999999935,939.299999999903
-42,0.0,picker-2,1138.04999999996,1333.80000000008
-41,0.0,picker-3,683.099999999942,836.549999999919
-40,0.0,picker-3,2362.0500000007,2553.15000000082
-39,0.0,picker-2,344.099999999993,551.399999999962
-38,0.0,picker-1,7596.14999999326,7963.34999999237
-37,0.0,,,
-36,0.0,,,
-35,0.0,,,
-34,0.0,picker-1,669.149999999944,824.999999999921
-33,0.0,picker-2,1118.09999999995,1353.90000000009
-31,0.0,,,
-30,0.0,,,
-29,0.0,picker-3,1918.05000000043,2133.60000000056
-28,0.0,picker-3,94.0500000000007,322.799999999997
