pod_id,order_id,sku,qty,assigned_station,pod_assigned_time,status,finish_time
80,-82,397,10,picker-1,0.0,finish,105.150000000001
80,-82,31,6,picker-1,0.0,finish,105.150000000001
401,-100,0,4,picker-2,0.0,finish,226.500000000006
401,-26,0,4,picker-2,0.0,finish,226.500000000006
401,-49,0,7,picker-2,0.0,finish,226.500000000006
401,-32,0,10,picker-2,0.0,finish,226.500000000006
401,-68,0,11,picker-2,0.0,finish,226.500000000006
401,-26,3,4,picker-2,0.0,finish,226.500000000006
264,-86,1,2,picker-3,0.0,finish,198.750000000005
264,-14,1,4,picker-3,0.0,finish,198.750000000005
264,-27,1,5,picker-3,0.0,finish,198.750000000005
264,-17,1,5,picker-3,0.0,finish,198.750000000005
264,-88,1,7,picker-3,0.0,finish,198.750000000005
264,-2,1,8,picker-3,0.0,finish,198.750000000005
264,-93,1,11,picker-3,0.0,finish,198.750000000005
264,-52,1,11,picker-3,0.0,finish,198.750000000005
264,-93,4,6,picker-3,0.0,finish,198.750000000005
264,-14,9,10,picker-3,0.0,finish,198.750000000005
157,-96,272,8,picker-1,1.05,finish,174.750000000004
157,-80,18,4,picker-1,1.05,finish,174.750000000004
43,-68,0,1,picker-2,1.05,finish,333.899999999995
43,-10,3,6,picker-2,1.05,finish,333.899999999995
43,-63,3,10,picker-2,1.05,finish,333.899999999995
43,-63,36,10,picker-2,1.05,finish,333.899999999995
268,-93,48,8,picker-3,1.05,finish,319.799999999997
268,-52,44,7,picker-3,1.05,finish,319.799999999997
268,-17,2,5,picker-3,1.05,finish,319.799999999997
131,-77,326,9,picker-1,2.1,finish,51.4499999999997
262,-63,350,12,picker-2,2.1,finish,133.800000000002
262,-63,45,10,picker-2,2.1,finish,133.800000000002
114,-93,91,8,picker-3,2.1,finish,270.600000000005
114,-93,47,8,picker-3,2.1,finish,270.600000000005
5,-97,266,9,picker-1,3.15,finish,143.550000000003
1,-10,14,10,picker-2,3.15,finish,268.800000000005
49,-88,96,8,picker-3,3.15,finish,357.899999999991
49,-14,0,7,picker-3,3.15,finish,357.899999999991
376,-87,281,4,picker-1,4.05,finish,197.100000000005
376,-77,303,4,picker-1,4.05,finish,197.100000000005
388,-99,38,9,picker-2,4.05,finish,82.2000000000003
11,-93,313,8,picker-3,4.05,finish,489.299999999971
11,-88,21,6,picker-3,4.05,finish,489.299999999971
409,-97,143,7,picker-1,5.1,finish,235.050000000006
226,-63,267,6,picker-2,5.1,finish,59.8499999999996
40,-93,16,6,picker-3,5.1,finish,411.299999999983
40,-52,466,6,picker-3,5.1,finish,411.299999999983
136,-78,63,6,picker-1,6.0,finish,67.0499999999997
64,-26,2,5,picker-2,6.0,finish,242.100000000006
6,-88,5,4,picker-3,6.0,finish,440.249999999979
6,-2,79,7,picker-3,6.0,finish,440.249999999979
356,-77,496,6,picker-1,7.05000000000001,finish,214.950000000005
183,-93,4,2,picker-3,7.05000000000001,finish,380.099999999988
183,-88,332,6,picker-3,7.05000000000001,finish,380.099999999988
193,-81,110,5,picker-1,8.10000000000001,finish,118.950000000002
390,-86,128,5,picker-3,8.10000000000001,finish,230.400000000006
390,-52,144,1,picker-3,8.10000000000001,finish,230.400000000006
291,-88,426,1,picker-3,9.00000000000001,finish,212.550000000005
291,-52,22,4,picker-3,9.00000000000001,finish,212.550000000005
161,-88,470,4,picker-3,10.05,finish,453.599999999977
256,-58,13,2,picker-1,68.0999999999997,finish,243.750000000006
384,-62,15,4,picker-2,83.1000000000003,finish,347.099999999993
128,-28,49,4,picker-1,106.050000000001,finish,257.100000000007
224,-25,147,1,picker-1,119.100000000002,finish,263.700000000006
386,-7,35,8,picker-1,175.050000000004,finish,296.850000000001
133,13,1,3,picker-1,176.100000000004,finish,274.650000000004
8,27,1,11,picker-1,198.000000000005,finish,326.099999999996
258,-39,12,4,picker-3,199.050000000005,finish,511.649999999968
258,-39,10,4,picker-3,199.050000000005,finish,511.649999999968
148,-93,105,4,picker-3,213.000000000005,finish,524.849999999966
129,-48,17,8,picker-1,215.100000000005,finish,348.599999999993
58,-19,5,9,picker-2,227.100000000006,finish,413.849999999983
58,-20,405,8,picker-2,227.100000000006,finish,413.849999999983
131,8,23,6,picker-2,228.000000000006,finish,371.399999999989
154,-73,206,6,picker-3,231.000000000006,finish,542.699999999963
257,-59,25,8,picker-1,236.100000000006,finish,370.799999999989
132,6,0,1,picker-2,243.000000000006,finish,353.549999999992
5,14,27,2,picker-1,244.050000000006,finish,388.349999999987
0,-76,12,2,picker-1,258.000000000007,finish,379.499999999988
295,-60,432,3,picker-1,264.000000000006,finish,439.349999999979
266,22,191,8,picker-1,275.100000000004,finish,410.549999999983
236,-16,456,6,picker-1,297.000000000001,finish,428.399999999981
370,-5,332,3,picker-3,320.099999999997,finish,553.799999999962
2,44,17,3,picker-1,327.149999999996,finish,450.449999999977
223,-4,26,9,picker-2,334.049999999995,finish,487.799999999972
223,-90,5,12,picker-2,334.049999999995,finish,487.799999999972
280,-74,6,8,picker-2,335.099999999995,finish,436.34999999998
277,30,41,10,picker-2,348.149999999993,finish,565.79999999996
277,30,5,5,picker-2,348.149999999993,finish,565.79999999996
265,28,27,10,picker-1,349.049999999993,finish,506.099999999969
385,-89,36,8,picker-2,354.149999999992,finish,510.149999999968
133,-71,30,8,picker-3,358.049999999991,finish,575.999999999958
264,48,476,11,picker-1,371.099999999989,finish,479.399999999973
259,4,18,6,picker-2,372.149999999989,finish,527.849999999966
32,-24,44,9,picker-1,380.099999999988,finish,530.699999999965
302,16,478,12,picker-1,389.099999999987,finish,561.899999999961
147,-13,101,6,picker-1,411.149999999983,finish,579.749999999958
160,42,366,2,picker-3,412.049999999983,finish,584.849999999957
155,-18,299,5,picker-2,414.149999999983,finish,581.399999999958
129,47,41,2,picker-2,415.049999999983,finish,590.099999999956
394,-69,19,4,picker-1,429.149999999981,finish,621.899999999951
398,64,31,2,picker-2,437.099999999979,finish,654.749999999946
197,41,90,5,picker-1,440.099999999979,finish,595.349999999955
386,40,47,5,picker-3,441.149999999979,finish,600.299999999955
405,-40,101,4,picker-1,451.049999999977,finish,608.699999999953
256,60,13,12,picker-1,480.149999999973,finish,653.249999999947
6,-45,5,6,picker-2,488.099999999972,finish,646.049999999948
6,-45,413,9,picker-2,488.099999999972,finish,646.049999999948
6,15,31,8,picker-2,488.099999999972,finish,646.049999999948
389,15,14,6,picker-2,489.149999999971,finish,672.599999999944
7,46,30,3,picker-3,490.049999999971,finish,611.399999999953
403,11,13,6,picker-1,507.149999999969,finish,671.099999999944
325,56,44,4,picker-2,511.049999999968,finish,699.29999999994
325,56,43,6,picker-2,511.049999999968,finish,699.29999999994
132,61,0,4,picker-3,512.099999999968,finish,644.849999999948
8,69,1,7,picker-3,525.149999999966,finish,631.49999999995
290,-11,305,11,picker-2,528.149999999966,finish,728.249999999935
352,-9,16,3,picker-1,531.149999999965,finish,740.099999999934
352,-9,47,9,picker-1,531.149999999965,finish,740.099999999934
120,-9,349,6,picker-1,532.049999999965,finish,688.799999999941
187,76,102,10,picker-3,543.149999999963,finish,698.39999999994
264,75,1,10,picker-3,554.099999999962,finish,671.549999999944
66,-22,7,7,picker-1,562.049999999961,finish,708.899999999938
384,59,15,7,picker-2,566.09999999996,finish,748.349999999932
134,-91,22,10,picker-3,576.149999999958,finish,725.099999999936
368,-91,96,10,picker-3,577.049999999958,finish,751.799999999932
163,66,7,2,picker-1,580.049999999958,finish,780.299999999927
321,5,53,4,picker-2,582.149999999957,finish,761.54999999993
257,-38,40,8,picker-3,585.149999999957,finish,773.999999999928
28,-38,52,5,picker-3,586.049999999957,finish,789.599999999926
142,33,20,6,picker-2,591.149999999956,finish,779.399999999928
139,53,16,12,picker-1,596.099999999955,finish,771.449999999929
258,53,10,11,picker-1,597.149999999955,finish,809.249999999923
387,-55,158,8,picker-3,601.049999999955,finish,811.949999999923
64,-95,2,10,picker-1,609.149999999953,finish,836.099999999919
133,10,1,10,picker-3,612.149999999953,finish,871.949999999914
288,10,89,2,picker-3,613.049999999953,finish,820.649999999921
131,-33,8,8,picker-1,622.049999999951,finish,858.449999999916
177,-41,89,9,picker-3,632.09999999995,finish,845.249999999918
259,-1,14,9,picker-3,645.149999999948,finish,896.39999999991
278,71,20,4,picker-2,647.099999999948,finish,792.749999999926
357,-21,7,8,picker-1,654.149999999947,finish,889.349999999911
129,83,24,6,picker-2,655.049999999946,finish,810.449999999923
399,77,34,7,picker-1,672.149999999944,finish,909.449999999908
208,-1,103,8,picker-3,672.149999999944,finish,918.749999999906
388,77,42,2,picker-1,673.049999999944,finish,867.149999999914
2,93,17,2,picker-2,673.049999999944,finish,836.999999999919
336,88,43,8,picker-3,699.14999999994,finish,954.449999999901
