pod_id,order_id,sku,qty,assigned_station,pod_assigned_time,status,finish_time
264,-86,1,2,picker-1,0.0,finish,178.050000000004
264,-14,1,4,picker-1,0.0,finish,178.050000000004
264,-27,1,5,picker-1,0.0,finish,178.050000000004
264,-17,1,5,picker-1,0.0,finish,178.050000000004
264,-2,1,8,picker-1,0.0,finish,178.050000000004
264,-14,9,10,picker-1,0.0,finish,178.050000000004
132,-100,0,4,picker-2,0.0,finish,125.550000000002
132,-49,0,7,picker-2,0.0,finish,125.550000000002
132,-32,0,10,picker-2,0.0,finish,125.550000000002
132,-68,0,12,picker-2,0.0,finish,125.550000000002
80,-82,397,10,picker-3,0.0,finish,346.499999999993
80,-82,31,6,picker-3,0.0,finish,346.499999999993
403,-26,2,5,picker-1,1.05,finish,269.700000000005
403,-17,2,5,picker-1,1.05,finish,269.700000000005
403,-95,2,10,picker-1,1.05,finish,269.700000000005
403,-54,6,10,picker-1,1.05,finish,269.700000000005
157,-96,272,8,picker-3,1.05,finish,114.900000000001
157,-80,18,4,picker-3,1.05,finish,114.900000000001
327,-26,0,4,picker-1,2.1,finish,85.6500000000004
327,-14,0,7,picker-1,2.1,finish,85.6500000000004
327,-54,9,8,picker-1,2.1,finish,85.6500000000004
314,-91,22,10,picker-2,2.1,finish,334.349999999995
314,-64,44,11,picker-2,2.1,finish,334.349999999995
314,-99,38,9,picker-2,2.1,finish,334.349999999995
131,-77,326,9,picker-3,2.1,finish,63.1499999999996
6,-2,79,7,picker-1,3.15,finish,198.000000000005
368,-88,96,8,picker-2,3.15,finish,211.050000000005
368,-91,96,10,picker-2,3.15,finish,211.050000000005
368,-88,5,4,picker-2,3.15,finish,211.050000000005
5,-97,266,9,picker-3,3.15,finish,197.250000000005
390,-86,128,5,picker-1,4.05,finish,285.300000000002
94,-88,21,6,picker-2,4.05,finish,249.150000000007
94,-64,84,9,picker-2,4.05,finish,249.150000000007
376,-87,281,4,picker-3,4.05,finish,137.250000000002
376,-77,303,4,picker-3,4.05,finish,137.250000000002
384,-26,3,4,picker-1,5.1,finish,97.3500000000008
133,-88,1,7,picker-2,5.1,finish,157.350000000003
133,-64,187,6,picker-2,5.1,finish,157.350000000003
409,-97,143,7,picker-3,5.1,finish,217.200000000005
83,-64,0,3,picker-2,6.0,finish,450.149999999977
83,-64,454,5,picker-2,6.0,finish,450.149999999977
136,-78,63,6,picker-3,6.0,finish,154.950000000003
407,-88,332,6,picker-2,7.05000000000001,finish,358.649999999991
356,-77,496,6,picker-3,7.05000000000001,finish,172.800000000004
270,-88,470,4,picker-2,8.10000000000001,finish,262.500000000006
193,-81,110,5,picker-3,8.10000000000001,finish,83.5500000000003
192,-88,426,1,picker-2,9.00000000000001,finish,340.799999999994
256,-7,35,8,picker-3,84.0000000000003,finish,257.250000000007
131,8,23,6,picker-3,115.050000000002,finish,234.900000000006
224,-25,147,1,picker-3,116.100000000002,finish,263.700000000006
292,-59,25,8,picker-2,126.000000000002,finish,427.949999999981
292,-58,13,2,picker-2,126.000000000002,finish,427.949999999981
292,-19,5,9,picker-2,126.000000000002,finish,427.949999999981
258,-71,30,8,picker-2,127.050000000002,finish,380.849999999988
3,-4,26,9,picker-3,138.000000000002,finish,288.300000000002
394,11,13,6,picker-3,155.100000000003,finish,306.149999999999
12,-69,19,4,picker-3,173.100000000004,finish,359.849999999991
388,-45,413,9,picker-1,179.100000000004,finish,336.299999999995
148,-45,5,6,picker-1,180.000000000004,finish,303.0
226,-61,144,2,picker-1,181.050000000004,finish,311.849999999998
330,1,267,1,picker-1,199.050000000005,finish,342.899999999994
129,-48,17,8,picker-3,218.100000000005,finish,382.049999999988
266,22,191,8,picker-3,235.050000000006,finish,404.399999999984
132,6,0,1,picker-3,258.000000000007,finish,410.849999999983
32,-24,44,9,picker-3,264.000000000006,finish,461.999999999976
46,-90,5,12,picker-1,270.000000000005,finish,387.599999999987
46,19,45,6,picker-1,270.000000000005,finish,387.599999999987
221,32,105,7,picker-1,271.050000000005,finish,425.249999999981
191,-75,144,3,picker-1,272.100000000004,finish,436.34999999998
259,4,18,6,picker-1,286.050000000002,finish,405.299999999984
5,28,27,10,picker-3,289.050000000002,finish,437.549999999979
2,44,17,3,picker-3,307.049999999999,finish,472.949999999974
280,-74,6,8,picker-1,312.149999999998,finish,458.549999999976
385,-18,299,5,picker-2,335.099999999995,finish,487.949999999972
385,-39,12,4,picker-2,335.099999999995,finish,487.949999999972
3,-39,10,4,picker-2,336.149999999995,finish,463.499999999975
156,-89,36,8,picker-1,337.049999999995,finish,494.099999999971
264,35,4,4,picker-1,343.049999999994,finish,471.899999999974
11,-16,456,6,picker-3,347.099999999993,finish,506.249999999969
1,-20,405,8,picker-2,359.099999999991,finish,532.649999999965
197,41,90,5,picker-3,360.149999999991,finish,488.549999999972
6,15,31,8,picker-2,381.149999999988,finish,510.299999999968
389,15,14,6,picker-2,382.049999999988,finish,550.349999999962
290,-11,305,11,picker-3,383.099999999988,finish,535.349999999965
0,48,476,11,picker-1,388.049999999987,finish,534.149999999965
133,46,30,3,picker-1,389.099999999987,finish,505.199999999969
8,27,1,11,picker-3,405.149999999984,finish,577.799999999958
295,-60,432,3,picker-1,406.049999999984,finish,587.549999999957
321,5,53,4,picker-3,411.149999999983,finish,548.699999999963
139,13,1,3,picker-1,426.149999999981,finish,545.249999999963
198,61,0,4,picker-2,428.099999999981,finish,568.19999999996
198,-76,12,2,picker-2,428.099999999981,finish,568.19999999996
398,64,31,2,picker-2,429.149999999981,finish,594.899999999956
302,16,478,12,picker-1,437.099999999979,finish,576.449999999958
128,-28,49,4,picker-3,438.149999999979,finish,608.699999999953
154,-73,206,6,picker-2,451.049999999977,finish,586.049999999957
147,-13,101,6,picker-1,459.149999999976,finish,625.349999999951
142,45,20,8,picker-3,462.149999999976,finish,630.89999999995
384,59,15,7,picker-1,472.049999999974,finish,607.649999999954
195,-6,211,6,picker-3,473.099999999974,finish,595.499999999955
325,56,44,4,picker-2,488.099999999972,finish,643.949999999948
325,56,43,6,picker-2,488.099999999972,finish,643.949999999948
227,-72,477,8,picker-2,489.149999999971,finish,617.099999999952
269,69,1,7,picker-3,489.149999999971,finish,650.999999999947
346,-72,61,1,picker-2,490.049999999971,finish,650.399999999947
13,-62,15,4,picker-1,495.149999999971,finish,654.149999999947
228,-12,61,5,picker-1,506.099999999969,finish,640.949999999949
165,-23,427,3,picker-3,507.149999999969,finish,661.949999999945
278,33,20,6,picker-2,533.099999999965,finish,668.099999999944
405,-40,101,4,picker-1,535.049999999965,finish,716.399999999937
275,23,265,6,picker-3,536.099999999964,finish,706.499999999939
88,-15,428,8,picker-1,546.149999999963,finish,689.849999999941
88,-15,11,6,picker-1,546.149999999963,finish,689.849999999941
131,-15,8,4,picker-1,547.049999999963,finish,703.199999999939
133,75,1,10,picker-3,549.149999999962,finish,688.799999999941
367,37,427,6,picker-2,551.099999999962,finish,725.849999999936
137,18,2,10,picker-2,569.099999999959,finish,694.94999999994
388,18,42,8,picker-2,570.149999999959,finish,748.199999999932
193,71,20,4,picker-2,571.049999999959,finish,708.149999999938
