item_code,total_demand,degree,avg_affinity,max_affinity,cluster
10021025001,67734,2172.0,2.7564638e-05,0.0019028861,7
10000011001,58080,1656.0,1.7960047e-05,0.001986346,7
10021008001,28440,1514.0,1.3972069e-05,0.0018194262,7
15020047001,24450,1308.0,5.488534e-06,0.00046737553,4
10035035001,22806,1517.0,1.6277716e-05,0.0020864978,7
10001009001,19968,1265.0,1.03045595e-05,0.0012685908,2
10032006001,19758,1455.0,1.4631733e-05,0.0013353587,2
10010002001,19692,1555.0,1.556038e-05,0.0014188186,2
10031005001,18456,1458.0,1.3995559e-05,0.0020864978,7
14805012001,17916,2722.0,3.6447564e-05,0.002069806,7
10034042001,17838,1525.0,1.6030073e-05,0.0018361182,7
10032016001,17802,1526.0,1.504799e-05,0.0020864978,7
10031001001,17628,1352.0,1.5257245e-05,0.001986346,7
14804007001,17208,2531.0,3.307884e-05,0.0016191225,7
12201031001,17064,813.0,2.358963e-06,0.0003171477,5
10033037001,16560,1178.0,1.0987665e-05,0.0015356624,2
10001012001,16152,1172.0,9.416491e-06,0.0013687427,2
10021006001,15940,1014.0,4.4318263e-06,0.00043399158,5
14502009001,15455,2586.0,3.1046526e-05,0.0020864978,7
10040063001,15408,651.0,2.3674995e-06,0.000984827,4
10002008001,15288,900.0,5.1661887e-06,0.0011684388,2
10002021001,15144,1301.0,1.008253e-05,0.0014688945,2
10034019001,14334,1375.0,1.479611e-05,0.0018027342,7
10021001001,13992,1050.0,6.511072e-06,0.0013186667,2
10033025001,13962,1487.0,1.6130421e-05,0.0015690464,7
14500000001,13820,2669.0,3.5273508e-05,0.001986346,7
10033004001,13770,1657.0,1.3041272e-05,0.0018361182,7
10032047001,13656,1391.0,1.41065775e-05,0.0014522026,2
10031013001,13608,1763.0,1.9074372e-05,0.00201973,7
10002018001,13302,2066.0,2.1198526e-05,0.001969654,7
14503003001,13056,3375.0,6.076732e-05,0.00210319,7
10033018001,12764,1679.0,1.5265732e-05,0.0018861941,7
10032013001,12210,1756.0,1.8414734e-05,0.00210319,7
12201079001,11988,857.0,2.50413e-06,0.0007678312,4
10010004001,11694,1215.0,8.741853e-06,0.0014355106,2
10000005001,11670,1487.0,1.0838246e-05,0.001068287,2
10032010001,11448,1350.0,1.1766839e-05,0.0013353587,2
12201898001,11054,424.0,1.0908864e-06,0.00018361182,5
10010035001,10938,1350.0,9.969367e-06,0.0011684388,2
10035034001,10914,967.0,7.4610134e-06,0.0011517468,2
12201103001,10632,637.0,1.8209909e-06,0.00026707174,5
12200002001,10608,286.0,7.770688e-07,0.00028376371,5
10034025001,10488,1050.0,9.109067e-06,0.0014688945,2
10002102001,10434,1235.0,6.4875835e-06,0.0012685908,2
10041067001,10312,798.0,2.7731144e-06,0.00033383968,5
12200006001,10290,371.0,9.1369725e-07,0.00016691984,5
10020007001,10218,1125.0,7.742831e-06,0.0007010633,4
14505013001,10215,2145.0,2.2784678e-05,0.002003038,7
10031910001,10200,988.0,7.1023837e-06,0.0012018228,2
10001006001,10062,1771.0,1.578668e-05,0.0014021266,2
10000002001,9976,1370.0,8.8827865e-06,0.002036422,7
10033043001,9860,2583.0,2.8819948e-05,0.0017359663,7
10002001001,9744,1049.0,7.482392e-06,0.0012185147,2
15022026001,9702,657.0,2.265029e-06,0.0003171477,5
15020050001,9678,693.0,2.3909831e-06,0.00045068355,5
14505041001,9495,1603.0,1.3229194e-05,0.0014688945,2
12201043001,9408,718.0,2.1027856e-06,0.00033383968,5
10035021001,9296,796.0,2.997269e-06,0.0003171477,5
10014090001,9186,1135.0,8.250895e-06,0.0010849789,2
10002019001,9096,1233.0,7.213403e-06,0.0012685908,2
10001025001,9096,1013.0,7.271046e-06,0.0019195781,7
10040005001,8760,485.0,1.5968349e-06,0.00033383968,5
10032008001,8712,1071.0,8.859285e-06,0.00201973,7
12201104001,8640,523.0,1.3982988e-06,0.00025037976,5
10034003001,8508,1043.0,7.648896e-06,0.0012185147,2
12201001001,8496,362.0,9.136969e-07,0.00011684388,5
15020010001,8142,832.0,2.9844605e-06,0.00033383968,5
10033064001,8016,1422.0,1.2332584e-05,0.0015690464,2
10021027001,8016,830.0,4.6965397e-06,0.000968135,4
14502081001,8001,1689.0,1.1739122e-05,0.001986346,7
10030013001,7986,1081.0,8.573248e-06,0.0011350549,2
12200001001,7914,550.0,1.5584093e-06,0.00023368777,5
10002010001,7824,795.0,4.273861e-06,0.00075113925,4
10040062001,7800,543.0,2.0088517e-06,0.000984827,4
10033068001,7680,737.0,4.5577767e-06,0.0012018228,2
15021001001,7524,834.0,3.603552e-06,0.0005174515,4
10000026001,7232,1779.0,1.5872052e-05,0.0016525064,7
10015007001,7224,778.0,3.910961e-06,0.00066767936,4
15022004001,6942,808.0,3.283332e-06,0.0005174515,4
14500013001,6906,1503.0,1.754373e-05,0.0017025823,7
14831007001,6861,2158.0,2.1245476e-05,0.001952962,7
10034036001,6762,1024.0,7.595514e-06,0.0012352067,2
10030048001,6696,1602.0,1.2133997e-05,0.0017526583,7
10030007001,6520,1541.0,1.2509726e-05,0.0018861941,7
10033041001,6474,1337.0,7.106663e-06,0.00055083545,4
14505899001,6455,1614.0,1.2830001e-05,0.0016525064,7
10032019001,6444,830.0,4.9142764e-06,0.0008179072,4
14011052001,6432,1564.0,1.659374e-05,0.0016691984,7
10021016001,6296,1104.0,5.0231524e-06,0.00056752743,4
12201035001,6270,394.0,1.024707e-06,0.00025037976,5
14502011001,6258,1889.0,2.1751479e-05,0.0017693503,7
10033057001,6152,1319.0,7.4418267e-06,0.0006009114,4
10014028001,5892,902.0,5.3433578e-06,0.00066767936,4
10031031001,5819,1126.0,7.1942013e-06,0.00073444727,4
10033013001,5812,1096.0,5.546161e-06,0.0005174515,4
10015010001,5766,882.0,5.6955855e-06,0.0007177553,4
10034999001,5724,987.0,5.5290698e-06,0.0007010633,4
10000007001,5712,1239.0,6.967902e-06,0.0006342954,4
12201069001,5664,356.0,1.1591983e-06,0.00021699579,5
12201024001,5660,747.0,2.1412122e-06,0.00033383968,5
14840003001,5590,2099.0,2.0703214e-05,0.0019028861,7
12201123001,5510,153.0,4.3763453e-07,0.00036722363,5
10021012001,5484,605.0,2.4550272e-06,0.00036722363,5
12201049001,5424,346.0,8.987531e-07,0.0003004557,5
10020018001,5190,904.0,4.5769916e-06,0.00061760336,4
10040003001,5136,366.0,1.1784125e-06,0.00045068355,5
10033015001,5124,1229.0,8.291467e-06,0.0008345992,4
12201083001,5124,145.0,3.5010746e-07,0.00013353587,5
10034004001,5100,1030.0,7.0767783e-06,0.0011517468,2
10002005001,5094,1447.0,1.1032504e-05,0.0014021266,2
14501010001,5052,1959.0,2.1486845e-05,0.002069806,7
12201037001,5040,395.0,1.0033589e-06,0.00023368777,5
10040032001,5034,335.0,1.0439198e-06,0.00016691984,5
10034011001,5022,935.0,5.9432105e-06,0.00095144304,4
14501014001,5010,1753.0,1.4078844e-05,0.0017860422,7
10014023001,4980,1099.0,7.0148685e-06,0.0008012152,4
10011001001,4866,907.0,5.454358e-06,0.0009013671,4
10033005001,4848,967.0,6.4833125e-06,0.001051595,2
10031911001,4770,559.0,2.405925e-06,0.0003004557,5
14503000001,4740,1577.0,1.1724179e-05,0.0020864978,7
14502077001,4698,1380.0,1.3030682e-05,0.002069806,7
10031033001,4584,1073.0,5.6101926e-06,0.000968135,4
12201065001,4560,341.0,8.069567e-07,0.0001001519,5
10011016001,4482,866.0,5.6016597e-06,0.0008345992,4
15020920001,4464,125.0,2.924675e-07,8.345992e-05,5
14505014001,4431,1442.0,1.2428658e-05,0.001001519,2
14505917001,4400,1354.0,9.817827e-06,0.0011183629,2
14014006001,4383,2412.0,4.360359e-05,0.002053114,7
14501063001,4326,1549.0,1.672396e-05,0.0015189705,2
10034014001,4326,887.0,5.1981906e-06,0.00045068355,4
10031017001,4320,441.0,2.1241297e-06,0.0003839156,5
12201042001,4272,252.0,6.447109e-07,0.00023368777,5
14505016001,4242,1775.0,2.0195175e-05,0.0018194262,7
10035015001,4236,1186.0,7.198465e-06,0.0008179072,4
15020046001,4223,298.0,9.585267e-07,0.00021699579,5
10013005001,4212,690.0,3.9301676e-06,0.0009013671,4
10002009001,4188,1043.0,5.26865e-06,0.0016024304,2
10031016001,4158,729.0,3.861859e-06,0.00066767936,4
10013003001,4158,919.0,6.8910754e-06,0.000984827,4
10033070001,4132,780.0,3.663327e-06,0.0018194262,2
12201005001,4056,328.0,8.197652e-07,0.0002003038,5
10033074001,4016,1324.0,8.364034e-06,0.0008345992,4
10040023001,3968,505.0,1.511443e-06,0.00015022785,5
14502041001,3885,1483.0,1.0806223e-05,0.0009180591,4
10033050001,3868,1088.0,6.246346e-06,0.0012852828,2
10021026001,3859,2856.0,4.4745848e-05,0.0020864978,7
14500010001,3855,1099.0,7.815433e-06,0.0012685908,2
14500008001,3768,572.0,2.1689623e-06,0.0002003038,5
14023056001,3763,2923.0,5.336174e-05,0.002069806,7
14805016001,3720,1421.0,9.491209e-06,0.0014188186,2
15023012001,3697,1030.0,5.0295666e-06,0.0005007595,4
14832021001,3690,2102.0,2.0400043e-05,0.0019028861,7
15022005001,3654,324.0,8.774047e-07,0.00011684388,5
10034017001,3606,764.0,4.2162146e-06,0.00066767936,4
14821003001,3567,2298.0,2.329057e-05,0.001952962,7
14840006001,3561,2241.0,2.0765154e-05,0.002053114,7
14501013001,3549,1338.0,1.1534204e-05,0.0018361182,7
14011053001,3492,1820.0,2.0423699e-05,0.002053114,7
14501045001,3492,1826.0,1.7893894e-05,0.0017860422,7
10012011001,3456,675.0,3.251309e-06,0.00061760336,4
10014033001,3456,744.0,3.7615273e-06,0.0007845232,4
10002907001,3450,1187.0,6.72454e-06,0.0005341435,4
10030003001,3380,1193.0,7.809008e-06,0.00075113925,4
14502004001,3372,1235.0,8.780342e-06,0.0011517468,2
14503019001,3354,1505.0,1.4986139e-05,0.0013520507,2
14502014001,3333,2136.0,2.5782092e-05,0.0018528102,7
10021035001,3305,1745.0,1.6640612e-05,0.001986346,7
10033030001,3288,1105.0,6.355218e-06,0.0015857384,2
14502078001,3276,931.0,6.8654685e-06,0.0011517468,2
14820008001,3270,1346.0,7.640396e-06,0.0014688945,2
10032003001,3270,910.0,4.867325e-06,0.00061760336,4
15023035001,3240,41.0,9.3931085e-08,5.007595e-05,5
10032064001,3234,688.0,3.2577127e-06,0.0006009114,4
10021009001,3120,264.0,8.6246115e-07,0.0003004557,5
10040041001,3072,270.0,7.7066477e-07,0.00016691984,5
14505115001,3056,1185.0,6.0243606e-06,0.00073444727,4
14810006001,3045,2103.0,1.737502e-05,0.0013353587,2
10020041001,3042,854.0,3.5352393e-06,0.00033383968,5
14501004001,3015,1147.0,6.4641386e-06,0.00093475106,4
10032049001,3000,1006.0,5.454365e-06,0.00066767936,4
14504006001,2992,1399.0,9.474123e-06,0.0010849789,2
10033054001,2988,982.0,5.3839126e-06,0.0015690464,2
14502012001,2985,1275.0,7.843169e-06,0.0011851308,2
12201153001,2950,4331.0,4.5119195e-05,0.002069806,7
14014014001,2937,2470.0,4.2862775e-05,0.00210319,7
10024007001,2928,968.0,4.8630473e-06,0.0004006076,5
10040020001,2911,250.0,7.3223805e-07,0.0004006076,5
14908899001,2892,1.0,4.269596e-09,3.3383967e-05,5
10001004001,2886,1307.0,9.819975e-06,0.002036422,7
14501022001,2850,1848.0,1.4480165e-05,0.0016358144,7
10000003001,2832,844.0,3.7316418e-06,0.00036722363,5
10002944001,2826,518.0,2.1433443e-06,0.0008012152,4
10040048001,2769,34.0,8.3257106e-08,5.007595e-05,5
10002014001,2742,882.0,4.011293e-06,0.00045068355,4
10011003001,2718,1362.0,7.661705e-06,0.00061760336,4
14505005001,2705,1301.0,7.407685e-06,0.0015022785,2
15021035001,2682,467.0,1.5455993e-06,0.0003171477,5
10033066001,2680,855.0,4.4318263e-06,0.00061760336,4
14820028001,2680,1416.0,1.1316462e-05,0.001001519,2
10002007001,2664,1093.0,5.7510883e-06,0.00088467513,4
10040058001,2658,253.0,6.7032875e-07,0.00013353587,5
10002046001,2658,717.0,2.3888495e-06,0.00036722363,5
10020011001,2640,442.0,1.5776211e-06,0.00021699579,5
14810016001,2613,1742.0,1.2238664e-05,0.0007010633,4
10002017001,2599,435.0,1.6139129e-06,0.0009180591,4
10002943001,2598,575.0,2.380308e-06,0.0008012152,4
14503013001,2592,1065.0,8.133508e-06,0.0012185147,2
14010040001,2567,2418.0,4.0254068e-05,0.002069806,7
10031025001,2548,725.0,2.5788472e-06,0.00028376371,5
14832018001,2547,1583.0,1.1589699e-05,0.0015022785,2
10035028001,2520,668.0,3.343105e-06,0.00045068355,5
10040013001,2496,250.0,7.044854e-07,0.0001001519,5
10034027001,2490,767.0,4.1500402e-06,0.00045068355,5
10032011001,2472,489.0,3.2726527e-06,0.0007010633,4
10022007001,2454,506.0,1.609644e-06,0.00028376371,5
10016015001,2424,434.0,1.8039105e-06,0.0003171477,5
10033011001,2412,924.0,4.690132e-06,0.00075113925,4
10033028001,2396,579.0,2.2031193e-06,0.00033383968,5
14010142001,2387,2267.0,3.4432396e-05,0.002069806,7
10021019001,2346,486.0,2.3119935e-06,0.0003839156,5
15024004001,2328,585.0,1.8743598e-06,0.00016691984,5
10040010001,2316,302.0,8.1763056e-07,0.00013353587,5
10040066001,2300,120.0,3.372986e-07,0.00011684388,5
14804002001,2238,1063.0,5.544048e-06,0.001034903,2
10020027001,2232,757.0,2.9780554e-06,0.00026707174,5
10014009001,2196,738.0,2.4443545e-06,0.00021699579,5
10015011001,2184,591.0,2.521205e-06,0.00026707174,5
14830010001,2124,1574.0,8.972452e-06,0.0011183629,2
14820012001,2115,1824.0,1.4027605e-05,0.0013353587,2
14502006001,2113,1797.0,1.3169411e-05,0.0012852828,2
10001014001,2112,1021.0,5.2195483e-06,0.0013687427,2
10000004001,2104,306.0,9.841452e-07,0.00026707174,5
10034050001,2100,634.0,2.21166e-06,0.0003004557,5
14501902001,2084,1088.0,5.6230256e-06,0.0014021266,2
10032046001,2070,504.0,2.1881751e-06,0.0004172996,5
10014051001,2064,200.0,5.230268e-07,0.0001001519,5
15023020001,2064,494.0,1.4623425e-06,0.00018361182,5
15023017001,2058,315.0,7.7066477e-07,8.345992e-05,5
10002003001,2056,987.0,4.705075e-06,0.0008345992,4
10031004001,2052,617.0,2.4443525e-06,0.0003004557,5
14831020001,2040,1434.0,8.346988e-06,0.0015523544,2
14014015001,2036,2286.0,3.3870936e-05,0.0021198818,7
10040027001,2010,178.0,4.3976942e-07,8.345992e-05,5
10022030001,2004,896.0,3.7231032e-06,0.0004006076,5
10034039001,2004,729.0,3.3068134e-06,0.00028376371,5
14502010001,1988,1112.0,5.6507806e-06,0.0014021266,2
10030014001,1980,838.0,3.906691e-06,0.00043399158,5
14504055001,1965,1396.0,7.826083e-06,0.0007177553,4
14500067001,1960,1057.0,4.873715e-06,0.0004172996,4
10040008001,1950,285.0,8.1549575e-07,0.00028376371,5
10041085001,1936,385.0,1.0695378e-06,0.0001001519,5
10033056001,1936,576.0,2.1839064e-06,0.0003004557,5
10001005001,1926,634.0,2.5553632e-06,0.00028376371,5
10014032001,1920,582.0,2.224468e-06,0.0003839156,5
14503005001,1916,1008.0,4.5300253e-06,0.00075113925,4
14011029001,1907,2144.0,3.0613155e-05,0.0017359663,7
10040022001,1880,106.0,2.6044538e-07,0.00011684388,5
10012899001,1872,629.0,2.3867133e-06,0.00026707174,5
10001020001,1860,804.0,3.4541174e-06,0.00066767936,4
15022017001,1854,458.0,1.2851534e-06,0.00013353587,5
14023028001,1852,2049.0,2.7334045e-05,0.002069806,7
10002006001,1848,1608.0,1.107733e-05,0.0012185147,2
14501021001,1836,670.0,2.7069339e-06,0.00035053166,5
10034020001,1824,497.0,1.6843615e-06,0.00011684388,5
14804004001,1824,1093.0,5.1832667e-06,0.0005341435,4
14020026001,1821,2301.0,3.1966636e-05,0.002053114,7
10032055001,1818,909.0,4.109489e-06,0.0003004557,5
