pod_id,order_id,sku,qty,assigned_station,pod_assigned_time,status,finish_time
274,-93,284,12,picker-1,0.0,finish,78.1500000000001
274,-18,87,4,picker-1,0.0,finish,78.1500000000001
385,-21,16,4,picker-2,0.0,finish,73.1999999999999
385,-44,16,8,picker-2,0.0,finish,73.1999999999999
250,-98,19,3,picker-3,0.0,finish,71.2499999999998
250,-46,19,8,picker-3,0.0,finish,71.2499999999998
250,-28,19,1,picker-3,0.0,finish,71.2499999999998
250,-46,227,8,picker-3,0.0,finish,71.2499999999998
185,-61,2,2,picker-4,0.0,finish,208.800000000005
185,-84,2,4,picker-4,0.0,finish,208.800000000005
185,-72,2,5,picker-4,0.0,finish,208.800000000005
185,-60,2,7,picker-4,0.0,finish,208.800000000005
185,-8,2,6,picker-4,0.0,finish,208.800000000005
185,-84,325,8,picker-4,0.0,finish,208.800000000005
185,-8,349,6,picker-4,0.0,finish,208.800000000005
256,-10,1,3,picker-5,0.0,finish,78.9000000000001
256,-12,1,4,picker-5,0.0,finish,78.9000000000001
256,-20,1,6,picker-5,0.0,finish,78.9000000000001
128,-11,327,6,picker-1,1.05,finish,98.2500000000009
128,-6,131,6,picker-1,1.05,finish,98.2500000000009
247,-27,9,5,picker-2,1.05,finish,118.800000000002
247,-24,9,10,picker-2,1.05,finish,118.800000000002
247,-24,46,8,picker-2,1.05,finish,118.800000000002
247,-24,4,6,picker-2,1.05,finish,118.800000000002
6,-28,19,7,picker-3,1.05,finish,119.100000000002
166,-8,2,1,picker-4,1.05,finish,110.250000000001
166,-5,2,8,picker-4,1.05,finish,110.250000000001
166,-87,2,11,picker-4,1.05,finish,110.250000000001
166,-5,29,11,picker-4,1.05,finish,110.250000000001
49,-10,183,6,picker-5,1.05,finish,95.5500000000008
415,-18,153,8,picker-1,2.1,finish,120.600000000002
7,-44,16,2,picker-2,2.1,finish,150.900000000003
7,-27,68,10,picker-2,2.1,finish,150.900000000003
7,-24,44,8,picker-2,2.1,finish,150.900000000003
52,-19,15,3,picker-3,2.1,finish,106.350000000001
52,-81,15,6,picker-3,2.1,finish,106.350000000001
52,-14,15,3,picker-3,2.1,finish,106.350000000001
52,-56,431,8,picker-3,2.1,finish,106.350000000001
52,-56,38,2,picker-3,2.1,finish,106.350000000001
126,-87,132,6,picker-4,2.1,finish,149.850000000003
126,-84,415,7,picker-4,2.1,finish,149.850000000003
126,-5,44,12,picker-4,2.1,finish,149.850000000003
266,-94,259,4,picker-1,3.15,finish,106.500000000001
327,-27,6,6,picker-2,3.15,finish,230.400000000006
327,-24,221,2,picker-2,3.15,finish,230.400000000006
327,-24,4,4,picker-2,3.15,finish,230.400000000006
327,-67,114,8,picker-2,3.15,finish,230.400000000006
230,-14,67,10,picker-3,3.15,finish,203.850000000005
230,-16,20,8,picker-3,3.15,finish,203.850000000005
349,-87,24,8,picker-4,3.15,finish,267.000000000005
349,-85,68,11,picker-4,3.15,finish,267.000000000005
24,-91,152,2,picker-1,4.05,finish,172.500000000004
24,-11,371,2,picker-1,4.05,finish,172.500000000004
151,-24,209,8,picker-2,4.05,finish,198.150000000005
151,-33,30,5,picker-2,4.05,finish,198.150000000005
207,-14,42,10,picker-3,4.05,finish,231.450000000006
207,-14,15,7,picker-3,4.05,finish,231.450000000006
108,-87,23,6,picker-4,4.05,finish,236.550000000006
108,-8,5,11,picker-4,4.05,finish,236.550000000006
193,-53,42,3,picker-5,4.05,finish,209.850000000005
193,-25,18,10,picker-5,4.05,finish,209.850000000005
193,-99,39,8,picker-5,4.05,finish,209.850000000005
388,-95,41,2,picker-1,5.1,finish,223.650000000006
30,-100,15,6,picker-2,5.1,finish,246.000000000006
30,-31,23,3,picker-2,5.1,finish,246.000000000006
257,-56,122,12,picker-3,5.1,finish,251.700000000007
321,-60,148,10,picker-4,5.1,finish,291.600000000001
321,-8,19,5,picker-4,5.1,finish,291.600000000001
245,-53,173,1,picker-5,5.1,finish,295.350000000001
245,-53,40,6,picker-5,5.1,finish,295.350000000001
245,-99,101,8,picker-5,5.1,finish,295.350000000001
245,-40,278,2,picker-5,5.1,finish,295.350000000001
32,-88,438,2,picker-1,6.0,finish,228.750000000006
31,-67,172,8,picker-2,6.0,finish,287.100000000002
399,-19,114,9,picker-3,6.0,finish,328.499999999996
176,-5,20,5,picker-4,6.0,finish,315.749999999998
176,-85,43,6,picker-4,6.0,finish,315.749999999998
63,-79,64,6,picker-5,6.0,finish,382.349999999988
63,-53,13,8,picker-5,6.0,finish,382.349999999988
177,-67,29,3,picker-2,7.05000000000001,finish,329.099999999996
