pod_id,order_id,sku,qty,assigned_station,pod_assigned_time,status,finish_time
124,-88,438,2,picker-1,0.0,finish,87.7500000000005
124,-48,12,8,picker-1,0.0,finish,87.7500000000005
386,-33,30,5,picker-2,0.0,finish,145.800000000003
386,-73,30,8,picker-2,0.0,finish,145.800000000003
386,-52,30,8,picker-2,0.0,finish,145.800000000003
94,-68,31,11,picker-3,0.0,finish,177.150000000004
94,-30,8,7,picker-3,0.0,finish,177.150000000004
94,-24,9,10,picker-3,0.0,finish,177.150000000004
94,-24,44,8,picker-3,0.0,finish,177.150000000004
185,-61,2,2,picker-4,0.0,finish,201.900000000005
185,-84,2,4,picker-4,0.0,finish,201.900000000005
185,-72,2,5,picker-4,0.0,finish,201.900000000005
185,-60,2,7,picker-4,0.0,finish,201.900000000005
185,-8,2,6,picker-4,0.0,finish,201.900000000005
185,-84,325,8,picker-4,0.0,finish,201.900000000005
185,-8,349,6,picker-4,0.0,finish,201.900000000005
341,-47,300,7,picker-1,1.05,finish,103.350000000001
341,-40,278,2,picker-1,1.05,finish,103.350000000001
152,-55,25,5,picker-2,1.05,finish,87.6000000000005
152,-22,25,8,picker-2,1.05,finish,87.6000000000005
152,-4,25,8,picker-2,1.05,finish,87.6000000000005
152,-55,38,8,picker-2,1.05,finish,87.6000000000005
152,-55,343,5,picker-2,1.05,finish,87.6000000000005
149,-68,48,12,picker-3,1.05,finish,96.4500000000008
149,-24,49,1,picker-3,1.05,finish,96.4500000000008
149,-58,49,3,picker-3,1.05,finish,96.4500000000008
149,-24,209,8,picker-3,1.05,finish,96.4500000000008
173,-8,2,1,picker-4,1.05,finish,142.800000000003
173,-5,2,8,picker-4,1.05,finish,142.800000000003
173,-87,2,11,picker-4,1.05,finish,142.800000000003
173,-8,19,5,picker-4,1.05,finish,142.800000000003
173,-46,19,7,picker-4,1.05,finish,142.800000000003
147,-82,456,8,picker-1,2.1,finish,117.450000000002
74,-73,0,5,picker-2,2.1,finish,177.900000000004
74,-4,222,12,picker-2,2.1,finish,177.900000000004
74,-4,14,3,picker-2,2.1,finish,177.900000000004
61,-41,47,8,picker-3,2.1,finish,203.100000000005
61,-24,46,8,picker-3,2.1,finish,203.100000000005
126,-87,132,6,picker-4,2.1,finish,92.5500000000007
126,-84,415,7,picker-4,2.1,finish,92.5500000000007
126,-5,44,12,picker-4,2.1,finish,92.5500000000007
162,-49,171,7,picker-1,3.15,finish,130.050000000002
257,-15,458,7,picker-2,3.15,finish,112.350000000001
257,-55,122,8,picker-2,3.15,finish,112.350000000001
339,-37,73,7,picker-3,3.15,finish,121.200000000002
339,-37,7,4,picker-3,3.15,finish,121.200000000002
339,-35,7,4,picker-3,3.15,finish,121.200000000002
26,-87,24,8,picker-4,3.15,finish,235.500000000006
26,-5,29,11,picker-4,3.15,finish,235.500000000006
26,-5,6,2,picker-4,3.15,finish,235.500000000006
393,-76,198,6,picker-1,4.05,finish,219.000000000005
64,-55,176,12,picker-2,4.05,finish,198.000000000005
73,-54,34,6,picker-3,4.05,finish,223.200000000006
73,-41,43,6,picker-3,4.05,finish,223.200000000006
307,-46,227,8,picker-4,4.05,finish,289.050000000002
307,-8,5,11,picker-4,4.05,finish,289.050000000002
194,-82,456,4,picker-1,5.1,finish,207.000000000005
235,-22,39,5,picker-2,5.1,finish,245.250000000006
235,-15,23,2,picker-2,5.1,finish,245.250000000006
235,-31,23,3,picker-2,5.1,finish,245.250000000006
388,-54,83,11,picker-3,5.1,finish,273.750000000004
172,-84,91,4,picker-4,5.1,finish,258.600000000006
172,-60,148,10,picker-4,5.1,finish,258.600000000006
361,-94,259,4,picker-1,6.0,finish,244.950000000006
414,-31,47,2,picker-2,6.0,finish,306.899999999999
414,-55,110,5,picker-2,6.0,finish,306.899999999999
324,-58,4,2,picker-3,6.0,finish,255.450000000007
324,-54,4,3,picker-3,6.0,finish,255.450000000007
324,-30,4,1,picker-3,6.0,finish,255.450000000007
324,-58,138,2,picker-3,6.0,finish,255.450000000007
399,-87,23,6,picker-4,6.0,finish,307.799999999999
399,-5,20,5,picker-4,6.0,finish,307.799999999999
389,-31,21,3,picker-2,7.05000000000001,finish,313.499999999998
327,-30,4,3,picker-3,7.05000000000001,finish,321.449999999997
327,-35,4,3,picker-3,7.05000000000001,finish,321.449999999997
327,-24,221,2,picker-3,7.05000000000001,finish,321.449999999997
245,-46,19,1,picker-4,7.05000000000001,finish,324.599999999996
245,-5,192,6,picker-4,7.05000000000001,finish,324.599999999996
261,-35,4,6,picker-3,8.10000000000001,finish,343.499999999994
65,-60,303,3,picker-4,8.10000000000001,finish,335.699999999995
264,-24,4,6,picker-3,9.00000000000001,finish,332.549999999995
137,-24,4,4,picker-3,10.05,finish,354.599999999992
137,-68,4,2,picker-3,10.05,finish,354.599999999992
406,-70,39,12,picker-1,88.0500000000005,finish,414.299999999983
406,-70,11,11,picker-1,88.0500000000005,finish,414.299999999983
131,-89,32,7,picker-1,89.1000000000005,finish,337.799999999994
265,-68,4,6,picker-3,97.0500000000008,finish,365.54999999999
224,-29,320,10,picker-1,104.100000000001,finish,364.19999999999
320,-63,251,4,picker-1,105.000000000001,finish,377.699999999988
67,-68,4,4,picker-3,122.100000000002,finish,393.149999999986
67,-41,4,2,picker-3,122.100000000002,finish,393.149999999986
67,-39,478,8,picker-3,122.100000000002,finish,393.149999999986
385,-44,16,10,picker-1,131.100000000002,finish,431.54999999998
419,-25,18,10,picker-2,146.100000000003,finish,464.399999999975
419,-20,1,6,picker-2,146.100000000003,finish,464.399999999975
5,-25,255,5,picker-2,147.000000000003,finish,474.149999999974
101,-25,266,3,picker-2,148.050000000003,finish,480.599999999973
80,-42,32,10,picker-2,178.050000000004,finish,509.699999999968
80,-57,39,8,picker-2,178.050000000004,finish,509.699999999968
386,-41,4,6,picker-3,178.050000000004,finish,432.29999999998
259,-38,48,8,picker-4,202.050000000005,finish,465.299999999975
6,-98,19,3,picker-4,203.100000000005,finish,451.049999999977
46,-68,216,6,picker-3,204.000000000005,finish,472.949999999974
323,-74,13,4,picker-1,208.050000000005,finish,496.04999999997
323,-74,0,9,picker-1,208.050000000005,finish,496.04999999997
133,-21,16,4,picker-1,220.050000000005,finish,446.399999999978
11,-41,4,4,picker-3,224.100000000006,finish,482.099999999973
128,0,39,9,picker-1,245.100000000006,finish,474.299999999974
356,-9,18,8,picker-2,246.000000000006,finish,534.449999999965
356,-95,41,2,picker-2,246.000000000006,finish,534.449999999965
186,-30,332,2,picker-3,256.050000000007,finish,533.549999999965
186,-13,13,10,picker-3,256.050000000007,finish,533.549999999965
353,-100,15,6,picker-4,259.050000000006,finish,529.349999999965
37,-36,160,10,picker-3,274.050000000004,finish,571.199999999959
416,-28,19,8,picker-4,290.100000000002,finish,603.299999999954
256,-12,1,4,picker-2,307.049999999999,finish,542.549999999963
315,-86,86,4,picker-4,308.099999999999,finish,547.949999999963
262,6,48,4,picker-2,314.099999999998,finish,573.749999999959
0,-36,27,7,picker-3,322.049999999997,finish,553.949999999962
278,-75,101,7,picker-4,325.049999999996,finish,565.79999999996
384,13,3,4,picker-4,326.099999999996,finish,575.099999999959
212,16,2,4,picker-4,336.149999999995,finish,589.349999999956
212,16,3,4,picker-4,336.149999999995,finish,589.349999999956
232,-6,131,6,picker-1,338.099999999994,finish,611.249999999953
188,20,100,6,picker-3,344.099999999993,finish,610.349999999953
200,18,447,4,picker-3,355.049999999992,finish,589.949999999956
352,-93,284,12,picker-1,365.09999999999,finish,642.449999999948
337,24,21,8,picker-1,378.149999999988,finish,724.049999999936
337,24,53,12,picker-1,378.149999999988,finish,724.049999999936
1,24,35,7,picker-1,379.049999999988,finish,655.199999999946
169,24,81,6,picker-1,380.099999999988,finish,681.149999999942
162,-45,57,11,picker-3,394.049999999986,finish,635.099999999949
268,-45,18,2,picker-3,395.099999999986,finish,666.149999999945
129,-11,327,6,picker-1,415.049999999983,finish,666.299999999945
24,-11,371,2,picker-1,416.099999999983,finish,686.399999999942
4,26,30,7,picker-1,432.14999999998,finish,739.049999999934
88,-91,152,2,picker-1,447.149999999978,finish,691.349999999941
50,3,36,2,picker-4,452.099999999977,finish,735.449999999934
50,3,16,6,picker-4,452.099999999977,finish,735.449999999934
388,23,41,1,picker-2,465.149999999975,finish,713.999999999937
132,-99,164,4,picker-4,466.049999999975,finish,721.349999999936
132,-99,39,8,picker-4,466.049999999975,finish,721.349999999936
27,-99,101,8,picker-4,467.099999999975,finish,749.399999999932
257,-99,490,6,picker-4,468.149999999975,finish,760.49999999993
410,-77,154,8,picker-3,473.099999999974,finish,755.999999999931
198,4,167,11,picker-1,475.049999999974,finish,759.749999999931
293,28,2,6,picker-2,481.049999999973,finish,834.899999999919
2,-16,20,8,picker-3,483.149999999972,finish,780.749999999927
2,-16,6,7,picker-3,483.149999999972,finish,780.749999999927
130,-69,97,10,picker-1,497.09999999997,finish,789.299999999926
281,27,115,6,picker-2,510.149999999968,finish,823.949999999921
281,27,1,6,picker-2,510.149999999968,finish,823.949999999921
249,-26,474,4,picker-2,511.049999999968,finish,842.849999999918
89,29,122,2,picker-4,530.099999999965,finish,807.449999999923
167,-50,115,6,picker-3,534.149999999965,finish,866.999999999914
167,-50,33,4,picker-3,534.149999999965,finish,866.999999999914
339,-78,125,4,picker-2,535.049999999965,finish,803.699999999924
339,-78,17,12,picker-2,535.049999999965,finish,803.699999999924
411,-50,79,9,picker-3,535.049999999965,finish,898.19999999991
60,-78,37,8,picker-2,536.099999999964,finish,860.099999999915
60,19,36,2,picker-2,536.099999999964,finish,860.099999999915
170,-66,57,9,picker-3,536.099999999964,finish,882.599999999912
364,19,235,2,picker-2,537.149999999964,finish,865.349999999915
326,7,46,8,picker-2,543.149999999963,finish,879.299999999912
136,36,0,8,picker-4,548.099999999963,finish,869.849999999914
275,-66,58,7,picker-3,554.099999999962,finish,849.899999999917
58,9,56,9,picker-4,566.09999999996,finish,893.54999999991
158,-1,79,8,picker-3,572.099999999959,finish,914.249999999907
320,34,17,8,picker-2,574.049999999959,finish,893.54999999991
164,-80,122,6,picker-4,576.149999999958,finish,937.349999999904
415,-18,153,8,picker-3,590.099999999956,finish,989.699999999896
52,-56,431,8,picker-4,591.149999999956,finish,978.599999999897
52,-56,38,2,picker-4,591.149999999956,finish,978.599999999897
163,-56,55,7,picker-4,592.049999999956,finish,961.4999999999
135,-43,3,6,picker-4,604.049999999954,finish,948.749999999902
246,-23,63,11,picker-3,611.099999999953,finish,975.599999999898
321,38,19,1,picker-1,612.149999999953,finish,1002.59999999989
3,-50,20,6,picker-3,636.149999999949,finish,1021.04999999989
395,1,167,12,picker-1,643.049999999948,finish,1023.44999999989
6,1,19,6,picker-1,656.099999999946,finish,1034.5499999999
384,1,209,3,picker-1,667.049999999945,finish,1052.24999999991
274,-18,87,4,picker-3,667.049999999945,finish,1009.94999999989
274,25,49,8,picker-3,667.049999999945,finish,1009.94999999989
49,1,183,3,picker-1,682.049999999942,finish,988.649999999896
308,-10,183,6,picker-1,687.149999999942,finish,1045.6499999999
409,-81,15,6,picker-1,692.099999999941,finish,1072.34999999992
409,-81,239,6,picker-1,692.099999999941,finish,1072.34999999992
225,42,51,9,picker-2,714.149999999937,finish,1078.34999999992
