pod_id,order_id,sku,qty,assigned_station,pod_assigned_time,status,finish_time
259,-48,12,8,picker-1,0.0,finish,100.650000000001
259,-39,478,8,picker-1,0.0,finish,100.650000000001
185,-61,2,2,picker-2,0.0,finish,220.950000000006
185,-84,2,4,picker-2,0.0,finish,220.950000000006
185,-72,2,5,picker-2,0.0,finish,220.950000000006
185,-60,2,7,picker-2,0.0,finish,220.950000000006
185,-8,2,6,picker-2,0.0,finish,220.950000000006
185,-84,325,8,picker-2,0.0,finish,220.950000000006
185,-8,349,6,picker-2,0.0,finish,220.950000000006
389,-36,27,7,picker-1,1.05,finish,74.7
389,-32,498,6,picker-1,1.05,finish,74.7
173,-8,2,1,picker-2,1.05,finish,159.600000000003
173,-5,2,8,picker-2,1.05,finish,159.600000000003
173,-87,2,11,picker-2,1.05,finish,159.600000000003
173,-8,19,5,picker-2,1.05,finish,159.600000000003
173,-46,19,7,picker-2,1.05,finish,159.600000000003
37,-36,160,10,picker-1,2.1,finish,118.200000000002
126,-87,132,6,picker-2,2.1,finish,308.699999999999
126,-84,415,7,picker-2,2.1,finish,308.699999999999
126,-5,44,12,picker-2,2.1,finish,308.699999999999
393,-76,198,6,picker-1,3.15,finish,141.900000000003
26,-87,24,8,picker-2,3.15,finish,78.1500000000001
26,-5,29,11,picker-2,3.15,finish,78.1500000000001
26,-5,6,2,picker-2,3.15,finish,78.1500000000001
46,-32,247,4,picker-1,4.05,finish,53.0999999999997
307,-46,227,8,picker-2,4.05,finish,108.900000000001
307,-8,5,11,picker-2,4.05,finish,108.900000000001
103,-34,120,4,picker-1,5.1,finish,128.550000000002
172,-84,91,4,picker-2,5.1,finish,246.150000000006
172,-60,148,10,picker-2,5.1,finish,246.150000000006
32,-88,438,2,picker-1,6.0,finish,156.450000000003
399,-87,23,6,picker-2,6.0,finish,266.850000000005
399,-5,20,5,picker-2,6.0,finish,266.850000000005
168,-40,278,2,picker-1,7.05000000000001,finish,149.100000000003
245,-46,19,1,picker-2,7.05000000000001,finish,323.549999999997
245,-5,192,6,picker-2,7.05000000000001,finish,323.549999999997
65,-60,303,3,picker-2,8.10000000000001,finish,332.399999999995
385,-44,16,10,picker-1,75.15,finish,180.750000000004
5,-38,48,8,picker-1,101.100000000001,finish,221.550000000006
257,-15,458,7,picker-1,102.000000000001,finish,207.300000000005
386,-15,23,2,picker-1,103.050000000001,finish,237.750000000006
89,-80,122,6,picker-1,119.100000000002,finish,232.500000000006
387,-13,13,10,picker-1,129.000000000002,finish,308.549999999999
4,-33,30,5,picker-1,142.050000000003,finish,261.750000000006
137,-52,30,8,picker-1,150.000000000003,finish,252.000000000007
198,4,167,11,picker-1,157.050000000003,finish,280.350000000003
261,-35,4,6,picker-1,181.050000000004,finish,291.450000000001
1,-35,7,4,picker-1,182.100000000004,finish,316.499999999998
264,-35,4,3,picker-1,183.000000000004,finish,323.099999999997
282,-98,19,3,picker-2,221.100000000006,finish,356.099999999992
282,-42,32,10,picker-2,221.100000000006,finish,356.099999999992
74,-4,222,12,picker-1,222.000000000006,finish,355.649999999992
74,-4,14,3,picker-1,222.000000000006,finish,355.649999999992
330,-83,114,5,picker-2,222.000000000006,finish,373.499999999989
