item_code,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency
10000001001,8.904761904761905,13.532693259217565,1.5197142162757693,15,21,0.7142857142857143
10000002001,475.04761904761904,709.8081213687243,1.4941830943006427,21,21,1.0
10000003001,134.85714285714286,49.46406652865311,0.3667886289200972,21,21,1.0
10000004001,100.19047619047619,91.97702562395887,0.9180216435851408,20,21,0.9523809523809523
10000005001,555.7142857142857,484.937025156202,0.8726373203324973,21,21,1.0
10000006001,0.6190476190476191,1.7586843154875609,2.840951586556829,3,21,0.14285714285714285
10000007001,272.0,101.17029490630425,0.37194961362611856,21,21,1.0
10000008001,2.857142857142857,6.311634866964148,2.2090722034374517,4,21,0.19047619047619047
10000010001,80.76190476190476,63.51370662861061,0.7864315089627494,21,21,1.0
10000011001,2765.714285714286,4043.3982071055643,1.4619724922385822,21,21,1.0
10000012001,72.38095238095238,52.12300122053438,0.7201204115994881,19,21,0.9047619047619048
10000013001,66.28571428571429,83.43639885002962,1.258738775754757,13,21,0.6190476190476191
10000021001,56.714285714285715,42.85873012933678,0.7556954934643764,20,21,0.9523809523809523
10000022001,14.952380952380953,14.390725156208841,0.9624370327400817,20,21,0.9523809523809523
10000023001,6.095238095238095,7.367268421262368,1.2086924753633574,14,21,0.6666666666666666
10000026001,344.3809523809524,158.9005307883119,0.461409174025795,21,21,1.0
10000027001,62.476190476190474,51.86761449215276,0.8301980978164695,19,21,0.9047619047619048
10000998001,40.476190476190474,22.708544747190373,0.5610346349305857,21,21,1.0
10001001001,43.142857142857146,51.60683390910984,1.1961848919330094,21,21,1.0
10001004001,137.42857142857142,123.0011890877759,0.8950190474162488,21,21,1.0
10001005001,91.71428571428571,83.07950458225335,0.905851296068183,21,21,1.0
10001006001,479.14285714285717,183.118563131282,0.3821794698625444,21,21,1.0
10001007001,9.142857142857142,16.841800928149024,1.8420719765162996,11,21,0.5238095238095238
10001008001,23.476190476190474,18.679296019209147,0.7956698101488684,20,21,0.9523809523809523
10001009001,950.8571428571429,750.8614916160215,0.7896680350529072,21,21,1.0
10001010001,3.4285714285714284,7.537660547584524,2.1984843263788196,4,21,0.19047619047619047
10001012001,769.1428571428571,518.1140052623357,0.673625192577331,21,21,1.0
10001014001,100.57142857142857,49.35061289586259,0.49070211686227005,21,21,1.0
10001015001,28.761904761904763,30.974497592919676,1.0769278964425715,19,21,0.9047619047619048
10001020001,88.57142857142857,73.64559368616533,0.8314825093599312,21,21,1.0
10001022001,55.23809523809524,35.790268379233986,0.6479272723826842,21,21,1.0
10001025001,433.14285714285717,156.6756691580491,0.36171823354430854,21,21,1.0
10001035001,33.714285714285715,28.51422845685634,0.8457610135508237,20,21,0.9523809523809523
10001041001,12.19047619047619,15.975037216199436,1.31045227164136,15,21,0.7142857142857143
10001043001,52.0,53.84987951527397,1.035574606062961,20,21,0.9523809523809523
10001044001,0.7619047619047619,2.3483481916072293,3.0822070014844885,2,21,0.09523809523809523
10002001001,464.0,196.70427404754432,0.4239316251024662,21,21,1.0
10002003001,97.9047619047619,63.12037235232133,0.6447119744157335,21,21,1.0
10002005001,242.57142857142858,110.00630779688063,0.4535006799635833,21,21,1.0
10002006001,88.0,72.71994551834095,0.8263630172538744,21,21,1.0
10002007001,126.85714285714286,63.262330410597365,0.4986895415249792,21,21,1.0
10002008001,728.0,750.965854274157,1.031546503123842,21,21,1.0
10002009001,199.42857142857142,164.14296075258864,0.8230664221118342,21,21,1.0
10002010001,372.57142857142856,255.56595857757245,0.6859515759367358,20,21,0.9523809523809523
10002011001,3.238095238095238,6.830636600777565,2.1094613031813068,5,21,0.23809523809523808
10002012001,72.28571428571429,104.12864884460991,1.440514904964959,15,21,0.7142857142857143
10002013001,5.714285714285714,12.623269733928298,2.209072203437452,4,21,0.19047619047619047
10002014001,130.57142857142858,68.73314264573666,0.5264026242014842,21,21,1.0
10002017001,123.76190476190476,107.49392220333947,0.8685542001808884,21,21,1.0
10002018001,633.4285714285714,273.90241074558816,0.43241246621991813,21,21,1.0
10002019001,433.14285714285717,231.1409147013561,0.5336366764213366,21,21,1.0
10002021001,721.1428571428571,518.3786339764258,0.7188293260370406,20,21,0.9523809523809523
10002025001,14.761904761904763,12.805894334454562,0.8674960678178897,21,21,1.0
10002026001,3.4285714285714284,12.904674046441388,3.763863263545405,2,21,0.09523809523809523
10002035001,29.38095238095238,17.78837552602472,0.6054390373525431,21,21,1.0
10002037001,0.6190476190476191,1.7586843154875607,2.8409515865568284,4,21,0.19047619047619047
10002038001,1.0476190476190477,2.10387828898805,2.0082474576704112,6,21,0.2857142857142857
10002039001,1.1428571428571428,5.1110125199995196,4.47213595499958,1,21,0.047619047619047616
10002040001,23.476190476190474,29.286140144019445,1.2474826430515382,20,21,0.9523809523809523
10002045001,40.23809523809524,29.80077461745673,0.7406109668243684,21,21,1.0
10002046001,126.57142857142857,106.1735198932889,0.8388427079605217,18,21,0.8571428571428571
10002051001,2.142857142857143,5.4970616764622475,2.5652954490157156,3,21,0.14285714285714285
10002069001,8.380952380952381,7.201032931701307,0.8592141566234514,20,21,0.9523809523809523
10002071001,43.80952380952381,22.474576213217436,0.5130066309538762,21,21,1.0
10002072001,9.19047619047619,10.200929218267314,1.1099456662363398,18,21,0.8571428571428571
10002073001,39.42857142857143,44.422829210914074,1.1266659582478207,12,21,0.5714285714285714
